"gene","nint","nsig","z","npos","nneg","posfrac","enriched","posstrict","pos","negstrict","neg","allstrict","all","SA","SApos","SAneg","type","DAsign","SAsign","driver","canonical","oncogene","tsgene"
"A1BG",11,0,-1.04496097404323,0,0,0,0,0,0,0,1,0,1,0,0,0,"BCT","negative","none",0,0,0,0
"A1CF",12,0,-0.800396267376886,0,0,0,0,0,1,1,2,1,3,1,0,1,"BCT","negative","negative",1,1,1,0
"A2M",35,3,0.656764018020537,0,3,0,0,0,4,1,4,1,8,1,0,1,"BCT","negative","negative",0,0,0,0
"A2ML1",13,1,0.273447278094482,1,0,1,0,2,2,0,2,2,4,2,2,0,"BCT","positive","positive",1,0,0,0
"A4GALT",3,0,-0.469980302359207,0,0,0,0,0,6,1,5,1,11,1,0,1,"BCT","negative","negative",0,0,0,0
"A4GNT",3,0,-0.475863556877079,0,0,0,0,0,1,0,0,0,1,0,0,0,"BCT","negative","none",0,0,0,0
"AAAS",42,5,1.48050292653868,5,0,1,0,0,6,1,2,1,8,1,0,1,"BCT","positive","negative",0,0,0,0
"AACS",3,0,-0.469980302359207,0,0,0,0,2,8,0,4,2,12,2,2,0,"BCT","negative","positive",0,0,0,0
"AADAT",2,0,-0.293405788153095,0,0,0,0,0,2,0,5,0,7,0,0,0,"BCT","negative","none",0,0,0,0
"AAGAB",5,0,-0.596992462263972,0,0,0,0,0,5,1,2,1,7,1,0,1,"BCT","negative","negative",0,0,0,0
"AAK1",21,3,1.4702309163422,0,3,0,0,2,6,0,3,2,9,2,2,0,"BCT","negative","positive",0,0,0,0
"AAMP",14,1,0.27990234679439,1,0,1,0,2,8,1,1,3,9,3,2,1,"BCT","positive","both",0,0,0,0
"AANAT",3,1,1.77059312096258,1,0,1,0,0,0,0,0,0,0,0,0,0,"BCT","positive","none",0,0,0,0
"AARS2",23,2,0.312909072914302,2,0,1,0,1,6,0,3,1,9,1,1,0,"BCT","positive","positive",0,0,0,0
"AARSD1",44,0,-1.200196581972,0,0,0,0,0,5,1,4,1,9,1,0,1,"BCT","negative","negative",0,0,0,0
"AASDH",3,0,-0.293405788153095,0,0,0,0,0,4,1,1,1,5,1,0,1,"BCT","negative","negative",0,0,0,0
"AASDHPPT",14,0,-0.881962098311001,0,0,0,0,1,4,1,2,2,6,2,1,1,"BCT","negative","both",0,0,0,0
"AASS",8,1,1.03449503503053,0,1,0,0,0,1,1,4,1,5,1,0,1,"BCT","negative","negative",0,0,0,0
"AATF",79,18,4.46034775815305,18,0,1,1,2,8,0,3,2,11,2,2,0,"BCT","positive","positive",0,0,0,0
"AATK",36,2,-0.138808647400448,2,0,1,0,0,3,0,5,0,8,0,0,0,"BCT","positive","none",0,0,0,0
"ABAT",2,0,-0.33166247903554,0,0,0,0,0,1,4,1,4,2,4,0,2,"BCT","negative","negative",0,0,0,0
"ABCA1",15,0,-0.927711889893274,0,0,0,0,2,4,1,2,3,6,3,2,1,"BCT","negative","both",0,0,0,0
"ABCA12",4,1,1.5,0,1,0,0,2,5,0,2,2,7,2,2,0,"BCT","negative","positive",0,0,0,0
"ABCA13",3,0,-0.293405788153095,0,0,0,0,0,0,0,3,0,3,0,0,0,"BCT","negative","none",1,0,0,0
"ABCA2",15,6,4.31271906333786,0,6,0,1,0,4,1,4,1,8,1,0,1,"BCT","negative","negative",0,0,0,0
"ABCA3",4,1,1.82307692307692,0,1,0,0,0,5,0,6,0,11,0,0,0,"BCT","negative","none",0,0,0,0
"ABCA6",2,0,-0.466172793254531,0,0,0,0,1,2,0,3,1,5,1,1,0,"BCT","negative","positive",0,0,0,0
"ABCA7",4,0,-0.521706030332839,0,0,0,0,1,7,0,4,1,11,1,1,0,"BCT","negative","positive",1,0,0,0
"ABCA9",2,0,-0.405148216977697,0,0,0,0,0,2,1,1,1,3,1,0,1,"BCT","negative","negative",0,0,0,0
"ABCB1",5,0,-0.608527192088777,0,0,0,0,0,2,1,2,1,4,1,0,1,"BCT","negative","negative",1,0,0,0
"ABCB10",7,0,-0.682783061772636,0,0,0,0,0,5,2,3,2,8,2,0,2,"BCT","negative","negative",0,0,0,0
"ABCB5",7,1,0.805033975494969,0,1,0,0,1,1,0,0,1,1,1,1,0,"BCT","negative","positive",1,0,0,0
"ABCB6",10,1,0.474252085821697,0,1,0,0,1,7,1,2,2,9,2,1,1,"BCT","negative","both",0,0,0,0
"ABCB7",13,1,0.378282097293466,1,0,1,0,0,4,1,3,1,7,1,0,1,"BCT","positive","negative",0,0,0,0
"ABCB8",8,0,-0.708076427221795,0,0,0,0,1,6,0,5,1,11,1,1,0,"BCT","negative","positive",0,0,0,0
"ABCB9",10,0,-0.719345569582044,0,0,0,0,2,6,0,2,2,8,2,2,0,"BCT","negative","positive",0,0,0,0
"ABCC1",10,0,-0.726868219358199,0,0,0,0,0,3,1,1,1,4,1,0,1,"BCT","negative","negative",0,0,0,0
"ABCC10",4,3,4.98343638155105,3,0,1,1,2,3,1,5,3,8,3,2,1,"BCT","positive","both",0,0,0,0
"ABCC12",2,0,-0.293405788153095,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"ABCC2",8,1,0.494016106792427,1,0,1,0,2,2,0,2,2,4,2,2,0,"BCT","positive","positive",0,0,0,0
"ABCC3",6,0,-0.643490961140032,0,0,0,0,2,6,1,3,3,9,3,2,1,"BCT","negative","both",1,0,0,0
"ABCC4",6,0,-0.554168554225131,0,0,0,0,0,4,1,2,1,6,1,0,1,"BCT","negative","negative",0,0,0,0
"ABCC5",7,0,-0.628053573969054,0,0,0,0,2,10,0,1,2,11,2,2,0,"BCT","negative","positive",1,0,0,0
"ABCC6",8,0,-0.641294116796069,0,0,0,0,1,1,1,6,2,7,2,1,1,"BCT","negative","both",0,0,0,0
"ABCC8",6,1,1.29335170030802,0,1,0,0,0,1,0,3,0,4,0,0,0,"BCT","negative","none",0,0,0,0
"ABCC9",3,1,1.89560896108172,0,1,0,0,2,8,0,1,2,9,2,2,0,"BCT","negative","positive",1,0,0,0
"ABCD1",9,0,-0.715527002859137,0,0,0,0,1,7,0,3,1,10,1,1,0,"BCT","negative","positive",1,0,0,0
"ABCD3",44,2,-0.287698893196404,0,2,0,0,0,3,2,3,2,6,2,0,2,"BCT","negative","negative",0,0,0,0
"ABCD4",9,1,0.783141237289957,0,1,0,0,1,4,1,4,2,8,2,1,1,"BCT","negative","both",0,0,0,0
"ABCE1",72,8,1.1832433918838,6,2,0.75,0,1,10,1,2,2,12,2,1,1,"BCT","mixed","both",0,0,0,0
"ABCF1",50,10,3.58976106008344,10,0,1,0,0,5,1,2,1,7,1,0,1,"BCT","positive","negative",1,0,0,0
"ABCF2",49,9,3.18373517032622,9,0,1,0,2,4,0,5,2,9,2,2,0,"BCT","positive","positive",1,0,0,0
"ABCF3",22,0,-1.25575157204995,0,0,0,0,0,4,1,1,1,5,1,0,1,"BCT","negative","negative",0,0,0,0
"ABCG1",4,0,-0.381210048290219,0,0,0,0,0,8,1,3,1,11,1,0,1,"BCT","negative","negative",0,0,0,0
"ABCG2",5,1,0.97064727570266,0,1,0,0,0,1,2,2,2,3,2,0,2,"BCT","negative","negative",1,0,0,0
"ABCG5",6,0,-0.572785115615816,0,0,0,0,0,0,1,0,1,0,1,0,1,"BCT","negative","negative",0,0,0,0
"ABCG8",7,1,0.739435396692877,1,0,1,0,0,0,0,1,0,1,0,0,0,"BCT","positive","none",1,0,0,0
"ABHD10",12,1,0.57949268990685,0,1,0,0,0,2,2,4,2,6,2,0,2,"BCT","negative","negative",0,0,0,0
"ABHD11",5,0,-0.598378746179299,0,0,0,0,0,3,1,4,1,7,1,0,1,"BCT","negative","negative",0,0,0,0
"ABHD12",9,3,3.50239300432672,0,3,0,0,2,5,0,2,2,7,2,2,0,"BCT","negative","positive",0,0,0,0
"ABHD12B",3,0,-0.336902337055378,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"ABHD14A",6,1,1.2402523156405,0,1,0,0,0,1,1,4,1,5,1,0,1,"BCT","negative","negative",0,0,0,0
"ABHD15",4,1,1.225719690134,0,1,0,0,0,3,0,4,0,7,0,0,0,"BCT","negative","none",1,0,0,0
"ABHD5",8,1,0.857267738492545,0,1,0,0,0,6,1,5,1,11,1,0,1,"BCT","negative","negative",0,0,0,0
"ABHD6",2,0,-0.238754110465966,0,0,0,0,0,1,2,6,2,7,2,0,2,"BCT","negative","negative",0,0,0,0
"ABHD8",2,0,-0.293405788153095,0,0,0,0,0,5,1,4,1,9,1,0,1,"BCT","negative","negative",0,0,0,0
"ABI1",60,7,1.93303927498922,3,4,0.428571428571429,0,0,7,1,2,1,9,1,0,1,"BCT","mixed","negative",1,1,0,1
"ABI2",45,5,1.42804177078716,0,5,0,0,0,6,1,0,1,6,1,0,1,"BCT","negative","negative",0,0,0,0
"ABI3",14,0,-1.04809023976227,0,0,0,0,0,2,1,5,1,7,1,0,1,"BCT","negative","negative",1,0,0,0
"ABL1",121,9,0.581664407182191,0,9,0,0,0,6,1,2,1,8,1,0,1,"BCT","negative","negative",1,1,1,0
"ABL2",44,2,-0.390630259964586,0,2,0,0,0,8,0,0,0,8,0,0,0,"BCT","negative","none",1,1,1,0
"ABLIM1",32,2,0.137055677038835,1,1,0.5,0,0,4,1,4,1,8,1,0,1,"BCT","mixed","negative",0,0,0,0
"ABLIM2",10,1,0.454986595710204,0,1,0,0,0,7,1,4,1,11,1,0,1,"BCT","negative","negative",1,0,0,0
"ABLIM3",9,1,0.753475360236426,0,1,0,0,1,9,1,0,2,9,2,1,1,"BCT","negative","both",0,0,0,0
"ABR",10,2,1.78917527702153,2,0,1,0,0,5,0,5,0,10,0,0,0,"BCT","positive","none",0,0,0,0
"ABRA",7,0,-0.76817870457823,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"ABT1",57,13,4.93321615898109,13,0,1,1,0,5,1,5,1,10,1,0,1,"BCT","positive","negative",0,0,0,0
"ABTB1",5,0,-0.576569214369797,0,0,0,0,0,7,1,3,1,10,1,0,1,"BCT","negative","negative",0,0,0,0
"ABTB2",20,0,-1.0614576894932,0,0,0,0,1,4,0,1,1,5,1,1,0,"BCT","negative","positive",0,0,0,0
"ACAA1",8,1,0.83697450127795,1,0,1,0,1,3,2,7,3,10,3,1,2,"BCT","positive","both",0,0,0,0
"ACAA2",18,0,-1.05351843269667,0,0,0,0,1,2,2,4,3,6,3,1,2,"BCT","negative","both",0,0,0,0
"ACACA",58,3,0.00886440437333738,0,3,0,0,1,8,0,2,1,10,1,1,0,"BCT","negative","positive",0,0,0,0
"ACACB",11,1,0.541602560309064,0,1,0,0,1,4,3,4,4,8,4,1,2,"BCT","negative","both",0,0,0,0
"ACAD10",11,0,-0.812546075498119,0,0,0,0,0,4,1,5,1,9,1,0,1,"BCT","negative","negative",0,0,0,0
"ACAD11",25,4,1.60649796909055,0,4,0,0,0,4,1,3,1,7,1,0,1,"BCT","negative","negative",0,0,0,0
"ACAD8",7,0,-0.719019991633793,0,0,0,0,0,3,2,4,2,7,2,0,2,"BCT","negative","negative",0,0,0,0
"ACAD9",36,3,0.400850298789945,2,1,0.666666666666667,0,0,4,1,4,1,8,1,0,1,"BCT","mixed","negative",0,0,0,0
"ACADL",2,0,-0.429321159589381,0,0,0,0,0,0,1,2,1,2,1,0,1,"BCT","negative","negative",0,0,0,0
"ACADM",21,1,-0.203980874816062,0,1,0,0,0,4,1,5,1,9,1,0,1,"BCT","negative","negative",0,0,0,0
"ACADS",3,0,-0.469041575982343,0,0,0,0,1,2,4,5,5,7,5,1,2,"BCT","negative","both",0,0,0,0
"ACADSB",10,0,-0.797527692414544,0,0,0,0,0,1,2,6,2,7,2,0,2,"BCT","negative","negative",0,0,0,0
"ACADVL",19,0,-1.16394362518948,0,0,0,0,0,2,1,4,1,6,1,0,1,"BCT","negative","negative",0,0,0,0
"ACAN",15,1,0.248638966467729,1,0,1,0,1,7,0,2,1,9,1,1,0,"BCT","positive","positive",1,0,0,0
"ACAP1",5,0,-0.406201920231798,0,0,0,0,0,2,4,1,4,3,4,0,2,"BCT","negative","negative",0,0,0,0
"ACAP2",10,2,2.30743273142596,0,2,0,0,1,6,1,1,2,7,2,1,1,"BCT","negative","both",0,0,0,0
"ACAP3",2,0,-0.336902337055378,0,0,0,0,0,5,1,2,1,7,1,0,1,"BCT","negative","negative",0,0,0,0
"ACAT1",29,4,1.43506537119237,0,4,0,0,0,6,3,3,3,9,3,0,2,"BCT","negative","negative",0,0,0,0
"ACAT2",11,1,0.669319674606718,1,0,1,0,0,7,0,3,0,10,0,0,0,"BCT","positive","none",0,0,0,0
"ACBD3",65,3,-0.10429506558328,1,2,0.333333333333333,0,1,7,1,0,2,7,2,1,1,"BCT","mixed","both",0,0,0,0
"ACBD4",3,0,-0.528422907556787,0,0,0,0,0,4,2,5,2,9,2,0,2,"BCT","negative","negative",0,0,0,0
"ACBD5",24,2,0.314678334289506,0,2,0,0,0,3,1,5,1,8,1,0,1,"BCT","negative","negative",0,0,0,0
"ACBD6",4,0,-0.388608992629535,0,0,0,0,0,7,0,3,0,10,0,0,0,"BCT","negative","none",0,0,0,0
"ACBD7",3,0,-0.361068373539376,0,0,0,0,0,1,0,3,0,4,0,0,0,"BCT","negative","none",0,0,0,0
"ACCS",3,0,-0.251379174478918,0,0,0,0,1,5,2,7,3,12,3,1,2,"BCT","negative","both",0,0,0,0
"ACD",27,3,1.30219147887622,3,0,1,0,1,7,0,3,1,10,1,1,0,"BCT","positive","positive",1,0,0,0
"ACE",5,1,1.31180919858567,0,1,0,0,0,2,1,3,1,5,1,0,1,"BCT","negative","negative",1,0,0,0
"ACE2",177,9,-0.299400748465316,7,2,0.777777777777778,0,0,2,1,7,1,9,1,0,1,"BCT","mixed","negative",0,0,0,0
"ACER2",2,0,-0.318752338713168,0,0,0,0,0,0,1,2,1,2,1,0,1,"BCT","negative","negative",0,0,0,0
"ACER3",4,0,-0.506362397594688,0,0,0,0,0,7,0,3,0,10,0,0,0,"BCT","negative","none",0,0,0,0
"ACHE",5,0,-0.475863556877079,0,0,0,0,2,6,1,0,3,6,3,2,1,"BCT","negative","both",0,0,0,0
"ACIN1",61,8,2.09665526559621,8,0,1,0,1,4,1,3,2,7,2,1,1,"BCT","positive","both",0,0,0,0
"ACLY",73,2,-0.844693797096758,1,1,0.5,0,2,8,1,0,3,8,3,2,1,"BCT","mixed","both",0,0,0,0
"ACO1",12,1,0.403829423141762,0,1,0,0,0,0,1,2,1,2,1,0,1,"BCT","negative","negative",1,0,0,0
"ACO2",24,2,0.312765957446808,2,0,1,0,0,4,2,6,2,10,2,0,2,"BCT","positive","negative",0,0,0,0
"ACOT1",13,0,-1.20350473423256,0,0,0,0,1,4,2,4,3,8,3,1,2,"BCT","negative","both",0,0,0,0
"ACOT11",2,0,-0.318752338713168,0,0,0,0,0,7,1,3,1,10,1,0,1,"BCT","negative","negative",0,0,0,0
"ACOT12",5,1,1.05918017498447,0,1,0,0,0,0,1,0,1,0,1,0,1,"BCT","negative","negative",0,0,0,0
"ACOT13",8,0,-0.657796122179818,0,0,0,0,1,4,2,2,3,6,3,1,2,"BCT","negative","both",0,0,0,0
"ACOT2",13,1,0.155036830515811,0,1,0,0,1,3,1,5,2,8,2,1,1,"BCT","negative","both",0,0,0,0
"ACOT4",4,0,-0.505444429983323,0,0,0,0,0,2,3,2,3,4,3,0,2,"BCT","negative","negative",0,0,0,0
"ACOT7",21,3,1.14848269373103,3,0,1,0,2,7,0,7,2,14,2,2,0,"BCT","positive","positive",0,0,0,0
"ACOT8",13,0,-0.88256282288984,0,0,0,0,2,6,0,3,2,9,2,2,0,"BCT","negative","positive",0,0,0,0
"ACOT9",21,3,1.81042002196774,3,0,1,0,2,6,0,2,2,8,2,2,0,"BCT","positive","positive",0,0,0,0
"ACOX1",12,1,0.110384950195334,0,1,0,0,0,4,2,4,2,8,2,0,2,"BCT","negative","negative",0,0,0,0
"ACOX2",2,0,-0.371759503180656,0,0,0,0,0,3,2,3,2,6,2,0,2,"BCT","negative","negative",0,0,0,0
"ACOX3",7,1,0.605115182061765,0,1,0,0,0,3,4,1,4,4,4,0,2,"BCT","negative","negative",0,0,0,0
"ACP1",27,5,3.23942526037148,5,0,1,0,1,6,1,2,2,8,2,1,1,"BCT","positive","both",0,0,0,0
"ACP2",8,0,-0.562849891178812,0,0,0,0,0,6,0,3,0,9,0,0,0,"BCT","negative","none",0,0,0,0
"ACP5",7,0,-0.603409764144602,0,0,0,0,0,2,1,3,1,5,1,0,1,"BCT","negative","negative",0,0,0,0
"ACP6",2,0,-0.384618037126132,0,0,0,0,0,3,1,3,1,6,1,0,1,"BCT","negative","negative",0,0,0,0
"ACRV1",2,0,-0.384618037126132,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"ACSBG2",4,0,-0.514927717913028,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"ACSF2",6,0,-0.643490961140032,0,0,0,0,0,5,0,0,0,5,0,0,0,"BCT","negative","none",0,0,0,0
"ACSF3",5,0,-0.554293585846296,0,0,0,0,0,3,1,2,1,5,1,0,1,"BCT","negative","negative",0,0,0,0
"ACSL1",8,0,-0.710632830240464,0,0,0,0,0,7,1,2,1,9,1,0,1,"BCT","negative","negative",0,0,0,0
"ACSL3",33,1,-0.584173754619637,0,1,0,0,2,6,1,1,3,7,3,2,1,"BCT","negative","both",0,0,0,0
"ACSL4",30,1,-0.35126194748679,1,0,1,0,0,6,0,1,0,7,0,0,0,"BCT","positive","none",0,0,0,0
"ACSL5",3,0,-0.344673758792281,0,0,0,0,1,3,0,7,1,10,1,1,0,"BCT","negative","positive",0,0,0,0
"ACSL6",2,0,-0.260177454235196,0,0,0,0,0,0,0,2,0,2,0,0,0,"BCT","negative","none",1,0,0,0
"ACSM5",7,0,-0.680003913529589,0,0,0,0,0,1,1,2,1,3,1,0,1,"BCT","negative","negative",0,0,0,0
"ACSS1",2,0,-0.349799300402099,0,0,0,0,0,2,1,6,1,8,1,0,1,"BCT","negative","negative",0,0,0,0
"ACSS2",2,0,-0.434248118673447,0,0,0,0,0,4,1,4,1,8,1,0,1,"BCT","negative","negative",0,0,0,0
"ACSS3",2,0,-0.336902337055378,0,0,0,0,1,6,1,2,2,8,2,1,1,"BCT","negative","both",0,0,0,0
"ACTA1",60,1,-1.37981923407731,0,1,0,0,0,2,0,1,0,3,0,0,0,"BCT","negative","none",0,0,0,0
"ACTA2",39,3,0.313975787240616,0,3,0,0,1,8,0,4,1,12,1,1,0,"BCT","negative","positive",0,0,0,0
"ACTB",147,17,1.79464722688736,17,0,1,0,3,11,0,3,3,14,3,3,0,"BCT","positive","positive",1,0,0,0
"ACTBL2",59,2,-0.697381661888867,1,1,0.5,0,0,0,0,0,0,0,0,0,0,"BCT","mixed","none",0,0,0,0
"ACTC1",129,4,-0.746240577829965,2,2,0.5,0,1,4,0,5,1,9,1,1,0,"BCT","mixed","positive",0,0,0,0
"ACTG1",101,25,7.31399843027214,25,0,1,1,1,7,2,2,3,9,3,1,2,"BCT","positive","both",1,0,0,0
"ACTG2",10,0,-0.755419079002628,0,0,0,0,1,7,1,2,2,9,2,1,1,"BCT","negative","both",0,0,0,0
"ACTL6A",83,10,1.50670048748368,8,2,0.8,0,3,8,1,3,4,11,4,3,1,"BCT","positive","both",0,0,0,0
"ACTL6B",35,0,-1.22188272113692,0,0,0,0,0,1,0,1,0,2,0,0,0,"BCT","negative","none",1,0,0,0
"ACTL8",4,1,1.41073605307788,1,0,1,0,2,5,0,1,2,6,2,2,0,"BCT","positive","positive",0,0,0,0
"ACTN1",64,3,-0.241218689318625,0,3,0,0,3,11,0,1,3,12,3,3,0,"BCT","negative","positive",0,0,0,0
"ACTN2",28,1,-0.278821006489322,0,1,0,0,0,1,0,1,0,2,0,0,0,"BCT","negative","none",0,0,0,0
"ACTN3",23,2,0.686273177230764,2,0,1,0,0,0,0,0,0,0,0,0,0,"BCT","positive","none",0,0,0,0
"ACTN4",86,9,1.23375960019754,8,1,0.888888888888889,0,0,6,1,1,1,7,1,0,1,"BCT","positive","negative",0,0,0,0
"ACTR10",19,1,-0.0101030875773565,1,0,1,0,0,5,1,3,1,8,1,0,1,"BCT","positive","negative",0,0,0,0
"ACTR1A",64,2,-0.792430656888001,0,2,0,0,2,5,2,0,4,5,4,2,2,"BCT","negative","both",0,0,0,0
"ACTR1B",24,1,-0.444245011200554,1,0,1,0,0,4,1,3,1,7,1,0,1,"BCT","positive","negative",0,0,0,0
"ACTR2",64,6,1.04614319498603,5,1,0.833333333333333,0,4,8,1,1,5,9,5,3,1,"BCT","positive","both",0,0,0,0
"ACTR3",62,13,3.31696669281395,12,1,0.923076923076923,0,1,8,1,1,2,9,2,1,1,"BCT","positive","both",0,0,0,0
"ACTR3B",11,0,-0.846013419360891,0,0,0,0,1,4,1,8,2,12,2,1,1,"BCT","negative","both",0,0,0,0
"ACTR3C",7,0,-0.613160529085478,0,0,0,0,1,4,0,3,1,7,1,1,0,"BCT","negative","positive",0,0,0,0
"ACTR5",20,7,4.88655513144296,7,0,1,1,1,6,0,4,1,10,1,1,0,"BCT","positive","positive",0,0,0,0
"ACTR6",9,0,-0.782656945843559,0,0,0,0,2,6,1,3,3,9,3,2,1,"BCT","negative","both",0,0,0,0
"ACTR8",18,1,-0.0664803945320939,1,0,1,0,1,4,2,4,3,8,3,1,2,"BCT","positive","both",0,0,0,0
"ACTRT1",3,0,-0.312909072914302,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"ACVR1",33,0,-1.38698495027987,0,0,0,0,1,7,1,2,2,9,2,1,1,"BCT","negative","both",1,1,1,0
"ACVR1B",25,3,1.37989539139529,2,1,0.666666666666667,0,0,2,0,3,0,5,0,0,0,"BCT","mixed","none",1,1,0,1
"ACVR1C",11,1,0.348405653642018,1,0,1,0,0,0,0,2,0,2,0,0,0,"BCT","positive","none",0,0,0,0
"ACVR2A",29,6,2.2167776283234,1,5,0.166666666666667,0,0,3,1,3,1,6,1,0,1,"BCT","negative","negative",1,1,0,1
"ACVR2B",30,4,1.66517914254397,0,4,0,0,0,2,1,1,1,3,1,0,1,"BCT","negative","negative",1,0,0,0
"ACVRL1",13,2,1.53565943139535,2,0,1,0,0,7,1,3,1,10,1,0,1,"BCT","positive","negative",0,0,0,0
"ACY1",5,0,-0.492867334439115,0,0,0,0,1,2,2,2,3,4,3,1,2,"BCT","negative","both",0,0,0,0
"ADA",2,0,-0.401450857139046,0,0,0,0,4,10,0,0,4,10,4,3,0,"BCT","negative","positive",0,0,0,0
"ADAL",3,0,-0.484615384615385,0,0,0,0,0,2,1,2,1,4,1,0,1,"BCT","negative","negative",0,0,0,0
"ADAM10",42,1,-0.813206214822591,0,1,0,0,3,8,1,2,4,10,4,3,1,"BCT","negative","both",1,0,0,0
"ADAM11",7,0,-0.755017289421496,0,0,0,0,0,1,0,0,0,1,0,0,0,"BCT","negative","none",0,0,0,0
"ADAM12",13,2,1.59204945603705,2,0,1,0,4,12,0,1,4,13,4,3,0,"BCT","positive","positive",0,0,0,0
"ADAM15",20,0,-1.04935496059881,0,0,0,0,3,8,0,3,3,11,3,3,0,"BCT","negative","positive",0,0,0,0
"ADAM17",28,0,-1.22137343575873,0,0,0,0,1,9,1,0,2,9,2,1,1,"BCT","negative","both",0,0,0,0
"ADAM19",6,1,1.0441270243468,1,0,1,0,0,6,0,0,0,6,0,0,0,"BCT","positive","none",0,0,0,0
"ADAM2",2,0,-0.312909072914302,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",1,0,0,0
"ADAM21",11,0,-0.812849310607541,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"ADAM22",9,1,0.724780051083761,0,1,0,0,0,2,2,2,2,4,2,0,2,"BCT","negative","negative",1,0,0,0
"ADAM23",3,1,1.89560896108172,1,0,1,0,0,3,0,4,0,7,0,0,0,"BCT","positive","none",0,0,0,0
"ADAM28",4,0,-0.495664018648984,0,0,0,0,0,2,0,4,0,6,0,0,0,"BCT","negative","none",0,0,0,0
"ADAM30",13,0,-0.860939961077606,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"ADAM32",10,0,-0.725503370210585,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"ADAM33",7,0,-0.696939036389073,0,0,0,0,0,4,0,0,0,4,0,0,0,"BCT","negative","none",0,0,0,0
"ADAM7",7,1,1.20056661685695,0,1,0,0,1,1,1,0,2,1,2,1,1,"BCT","negative","both",1,0,0,0
"ADAM8",2,0,-0.384618037126132,0,0,0,0,1,9,0,4,1,13,1,1,0,"BCT","negative","positive",0,0,0,0
"ADAM9",16,0,-0.938083151964686,0,0,0,0,2,6,2,0,4,6,4,2,2,"BCT","negative","both",0,0,0,0
"ADAMTS1",16,0,-0.837868801595051,0,0,0,0,1,6,0,2,1,8,1,1,0,"BCT","negative","positive",0,0,0,0
"ADAMTS10",3,0,-0.318752338713168,0,0,0,0,1,3,0,1,1,4,1,1,0,"BCT","negative","positive",0,0,0,0
"ADAMTS12",8,0,-0.710705312219014,0,0,0,0,0,9,0,0,0,9,0,0,0,"BCT","negative","none",1,0,0,0
"ADAMTS13",13,1,0.475694980303256,0,1,0,0,0,3,1,0,1,3,1,0,1,"BCT","negative","negative",0,0,0,0
"ADAMTS15",2,0,-0.349799300402099,0,0,0,0,0,9,1,0,1,9,1,0,1,"BCT","negative","negative",0,0,0,0
"ADAMTS17",5,0,-0.536627448918591,0,0,0,0,0,0,0,3,0,3,0,0,0,"BCT","negative","none",1,0,0,0
"ADAMTS18",3,0,-0.434248118673447,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",1,0,0,0
"ADAMTS2",7,0,-0.703562363973515,0,0,0,0,0,10,0,0,0,10,0,0,0,"BCT","negative","none",0,0,0,0
"ADAMTS4",13,1,0.457983917512805,1,0,1,0,3,9,0,1,3,10,3,3,0,"BCT","positive","positive",0,0,0,0
"ADAMTS6",2,0,-0.367423461417476,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",1,0,0,0
"ADAMTS7",4,0,-0.477071244746379,0,0,0,0,0,7,0,1,0,8,0,0,0,"BCT","negative","none",0,0,0,0
"ADAMTSL1",2,0,-0.33166247903554,0,0,0,0,0,2,0,2,0,4,0,0,0,"BCT","negative","none",0,0,0,0
"ADAMTSL4",26,3,0.941183826313576,2,1,0.666666666666667,0,1,11,0,1,1,12,1,1,0,"BCT","mixed","positive",0,0,0,0
"ADAMTSL5",2,1,3.16385840391127,1,0,1,0,0,4,0,1,0,5,0,0,0,"BCT","positive","none",0,0,0,0
"ADAP1",3,0,-0.49749371855331,0,0,0,0,1,6,1,3,2,9,2,1,1,"BCT","negative","both",0,0,0,0
"ADAR",71,2,-0.822330135776988,1,1,0.5,0,0,6,1,0,1,6,1,0,1,"BCT","mixed","negative",0,0,0,0
"ADARB1",80,4,-0.327811287275765,0,4,0,0,0,7,1,1,1,8,1,0,1,"BCT","negative","negative",0,0,0,0
"ADARB2",3,0,-0.330577548162976,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"ADAT1",2,0,-0.371759503180656,0,0,0,0,1,10,0,2,1,12,1,1,0,"BCT","negative","positive",0,0,0,0
"ADAT2",8,1,1.31180919858567,1,0,1,0,0,3,0,6,0,9,0,0,0,"BCT","positive","none",0,0,0,0
"ADAT3",2,0,-0.251379174478918,0,0,0,0,1,2,1,6,2,8,2,1,1,"BCT","negative","both",0,0,0,0
