"gene","nint","nsig","z","npos","nneg","posfrac","enriched","posstrict","pos","negstrict","neg","allstrict","all","SA","SApos","SAneg","type","DAsign","SAsign","driver","canonical","oncogene","tsgene"
"GCNT2",12,0,-0.874907948029833,0,0,0,0,1,2,2,1,3,3,3,1,2,"BCT","negative","both",0,0,0,0
"GCNT3",4,0,-0.48502322083842,0,0,0,0,1,6,0,3,1,9,1,1,0,"BCT","negative","positive",0,0,0,0
"GCSH",4,0,-0.450301104081868,0,0,0,0,0,5,0,5,0,10,0,0,0,"BCT","negative","none",0,0,0,0
"GDA",3,0,-0.421423498826452,0,0,0,0,0,5,1,2,1,7,1,0,1,"BCT","negative","negative",0,0,0,0
"GDAP1",11,0,-0.697093147569245,0,0,0,0,0,6,1,2,1,8,1,0,1,"BCT","negative","negative",0,0,0,0
"GDE1",5,0,-0.532437726768028,0,0,0,0,1,6,0,4,1,10,1,1,0,"BCT","negative","positive",0,0,0,0
"GDF1",10,2,2.10403053659432,1,1,0.5,0,0,0,0,0,0,0,0,0,0,"BCT","mixed","none",0,0,0,0
"GDF10",8,0,-0.575828102463201,0,0,0,0,0,1,1,0,1,1,1,0,1,"BCT","negative","negative",0,0,0,0
"GDF11",13,2,1.12844524133857,1,1,0.5,0,1,4,1,2,2,6,2,1,1,"BCT","mixed","both",0,0,0,0
"GDF15",8,1,0.975832588163349,0,1,0,0,0,4,0,5,0,9,0,0,0,"BCT","negative","none",0,0,0,0
"GDF2",7,0,-0.768817976559524,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"GDF3",9,0,-0.725542127347405,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"GDF5",17,1,-0.0184796392809618,0,1,0,0,0,0,0,1,0,1,0,0,0,"BCT","negative","none",1,0,0,0
"GDF6",6,0,-0.62850984920037,0,0,0,0,0,1,1,0,1,1,1,0,1,"BCT","negative","negative",0,0,0,0
"GDF7",8,1,0.847566684022798,0,1,0,0,0,0,1,2,1,2,1,0,1,"BCT","negative","negative",0,0,0,0
"GDF9",12,1,0.405148216977697,0,1,0,0,0,1,0,0,0,1,0,0,0,"BCT","negative","none",0,0,0,0
"GDI1",22,0,-0.974884608556316,0,0,0,0,2,6,2,1,4,7,4,2,2,"BCT","negative","both",0,0,0,0
"GDI2",25,3,1.2231206576012,2,1,0.666666666666667,0,1,6,1,3,2,9,2,1,1,"BCT","mixed","both",0,0,0,0
"GDNF",20,3,1.24771935720808,3,0,1,0,0,1,0,0,0,1,0,0,0,"BCT","positive","none",0,0,0,0
"GDPD1",4,1,2.7,0,1,0,0,1,4,0,6,1,10,1,1,0,"BCT","negative","positive",0,0,0,0
"GDPD3",5,0,-0.673027324458436,0,0,0,0,1,7,0,1,1,8,1,1,0,"BCT","negative","positive",0,0,0,0
"GEM",19,2,0.743788639275281,1,1,0.5,0,1,5,0,2,1,7,1,1,0,"BCT","mixed","positive",0,0,0,0
"GEMIN4",53,5,0.9024372441012,5,0,1,0,0,5,1,3,1,8,1,0,1,"BCT","positive","negative",0,0,0,0
"GEMIN5",58,3,-0.072078674217607,1,2,0.333333333333333,0,1,8,1,2,2,10,2,1,1,"BCT","mixed","both",0,0,0,0
"GEMIN6",18,2,1.08687479361974,2,0,1,0,4,9,0,2,4,11,4,3,0,"BCT","positive","positive",0,0,0,0
"GEMIN7",21,4,1.97632860412712,4,0,1,0,1,8,0,3,1,11,1,1,0,"BCT","positive","positive",0,0,0,0
"GEMIN8",16,2,0.895683945872334,1,1,0.5,0,1,2,0,9,1,11,1,1,0,"BCT","mixed","positive",0,0,0,0
"GEN1",8,2,2.501874608889,2,0,1,0,1,8,0,4,1,12,1,1,0,"BCT","positive","positive",0,0,0,0
"GET4",20,3,1.69041647012025,3,0,1,0,1,9,0,1,1,10,1,1,0,"BCT","positive","positive",0,0,0,0
"GFAP",60,5,0.634523089743541,0,5,0,0,0,2,0,7,0,9,0,0,0,"BCT","negative","none",0,0,0,0
"GFER",13,0,-0.798702961935588,0,0,0,0,0,2,0,2,0,4,0,0,0,"BCT","negative","none",0,0,0,0
"GFI1",6,0,-0.586401039812375,0,0,0,0,0,2,0,4,0,6,0,0,0,"BCT","negative","none",0,0,0,0
"GFI1B",32,0,-1.16126136429173,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"GFM1",26,2,0.161644771824097,1,1,0.5,0,1,6,0,4,1,10,1,1,0,"BCT","mixed","positive",0,0,0,0
"GFM2",9,0,-0.787810908456979,0,0,0,0,0,6,1,3,1,9,1,0,1,"BCT","negative","negative",0,0,0,0
"GFOD1",13,0,-0.909231010760101,0,0,0,0,0,3,1,6,1,9,1,0,1,"BCT","negative","negative",0,0,0,0
"GFPT1",26,1,-0.305114004716148,0,1,0,0,0,7,1,2,1,9,1,0,1,"BCT","negative","negative",0,0,0,0
"GFPT2",13,0,-0.956450522086428,0,0,0,0,3,14,0,1,3,15,3,3,0,"BCT","negative","positive",0,0,0,0
"GFRA1",25,2,0.394538182383519,0,2,0,0,0,3,1,4,1,7,1,0,1,"BCT","negative","negative",1,0,0,0
"GFRA2",11,0,-0.834344884841583,0,0,0,0,0,1,0,0,0,1,0,0,0,"BCT","negative","none",0,0,0,0
"GFRA3",11,2,1.87409081552364,2,0,1,0,0,2,1,1,1,3,1,0,1,"BCT","positive","negative",0,0,0,0
"GFRA4",10,0,-0.784934025882084,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"GGA1",17,0,-1.20625887929207,0,0,0,0,1,3,1,3,2,6,2,1,1,"BCT","negative","both",0,0,0,0
"GGA2",14,1,-0.0591458638921414,1,0,1,0,0,5,2,3,2,8,2,0,2,"BCT","positive","negative",0,0,0,0
"GGA3",27,6,3.95387586152603,6,0,1,1,2,6,1,4,3,10,3,2,1,"BCT","positive","both",1,0,0,0
"GGCT",13,1,0.139270389901797,1,0,1,0,2,8,1,2,3,10,3,2,1,"BCT","positive","both",1,0,0,0
"GGCX",9,0,-0.725542127347405,0,0,0,0,2,9,1,0,3,9,3,2,1,"BCT","negative","both",0,0,0,0
"GGH",46,5,1.43720407582067,5,0,1,0,1,9,0,3,1,12,1,1,0,"BCT","positive","positive",0,0,0,0
"GGN",3,0,-0.454852934155475,0,0,0,0,0,3,0,0,0,3,0,0,0,"BCT","negative","none",0,0,0,0
"GGNBP2",5,1,1.55887232033315,0,1,0,0,0,6,2,0,2,6,2,0,2,"BCT","negative","negative",0,0,0,0
"GGPS1",7,0,-0.586493798721182,0,0,0,0,0,10,1,2,1,12,1,0,1,"BCT","negative","negative",0,0,0,0
"GGT1",4,2,3.02815910945282,0,2,0,0,1,6,1,6,2,12,2,1,1,"BCT","negative","both",0,0,0,0
"GGT7",6,0,-0.491151552981679,0,0,0,0,2,5,0,7,2,12,2,2,0,"BCT","negative","positive",0,0,0,0
"GH1",22,2,0.776054414480908,1,1,0.5,0,0,0,0,0,0,0,0,0,0,"BCT","mixed","none",0,0,0,0
"GH2",10,0,-0.63478181864393,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"GHDC",3,0,-0.405148216977697,0,0,0,0,1,8,3,2,4,10,4,1,2,"BCT","negative","both",0,0,0,0
"GHITM",17,0,-0.937467005328778,0,0,0,0,1,6,1,2,2,8,2,1,1,"BCT","negative","both",0,0,0,0
"GHR",18,5,3.60919194004814,1,4,0.2,0,0,4,2,1,2,5,2,0,2,"BCT","negative","negative",0,0,0,0
"GHRH",4,0,-0.481894409826699,0,0,0,0,0,0,0,3,0,3,0,0,0,"BCT","negative","none",0,0,0,0
"GHRHR",2,0,-0.349799300402099,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"GHRL",7,2,2.19175407194698,1,1,0.5,0,1,3,1,3,2,6,2,1,1,"BCT","mixed","both",0,0,0,0
"GHSR",6,0,-0.623160731931035,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"GIGYF1",34,2,0.109214059733047,2,0,1,0,0,6,1,6,1,12,1,0,1,"BCT","positive","negative",0,0,0,0
"GIGYF2",61,6,0.825352974019777,0,6,0,0,0,8,1,1,1,9,1,0,1,"BCT","negative","negative",1,0,0,0
"GIMAP1",2,0,-0.450301104081868,0,0,0,0,0,2,4,3,4,5,4,0,2,"BCT","negative","negative",0,0,0,0
"GIMAP5",2,0,-0.530791042157629,0,0,0,0,0,2,2,4,2,6,2,0,2,"BCT","negative","negative",0,0,0,0
"GIMAP8",5,1,1.62480768092719,0,1,0,0,0,2,2,4,2,6,2,0,2,"BCT","negative","negative",0,0,0,0
"GINS1",5,1,1.1088337094091,1,0,1,0,6,9,0,3,6,12,5,3,0,"BCT","positive","positive",1,0,0,0
"GINS2",13,3,2.57473115224272,3,0,1,0,2,7,0,3,2,10,2,2,0,"BCT","positive","positive",0,0,0,0
"GINS3",12,3,2.54767516146486,3,0,1,0,1,8,0,4,1,12,1,1,0,"BCT","positive","positive",0,0,0,0
"GINS4",13,5,5.15177090252323,5,0,1,1,2,10,1,4,3,14,3,2,1,"BCT","positive","both",0,0,0,0
"GIP",9,1,0.655251736899398,1,0,1,0,0,1,0,0,0,1,0,0,0,"BCT","positive","none",0,0,0,0
"GIPC1",36,7,3.28184160121881,7,0,1,0,0,3,0,2,0,5,0,0,0,"BCT","positive","none",0,0,0,0
"GIPC2",5,0,-0.576569214369797,0,0,0,0,0,2,2,4,2,6,2,0,2,"BCT","negative","negative",0,0,0,0
"GIPC3",2,0,-0.349799300402099,0,0,0,0,0,3,1,3,1,6,1,0,1,"BCT","negative","negative",0,0,0,0
"GIPR",2,1,2.19852891992912,0,1,0,0,0,2,0,6,0,8,0,0,0,"BCT","negative","none",0,0,0,0
"GIT1",24,1,-0.206292945621507,1,0,1,0,1,4,1,2,2,6,2,1,1,"BCT","positive","both",0,0,0,0
"GIT2",28,3,0.931069917734348,2,1,0.666666666666667,0,0,4,1,1,1,5,1,0,1,"BCT","mixed","negative",0,0,0,0
"GJA1",115,14,2.42465226852473,3,11,0.214285714285714,0,1,8,1,2,2,10,2,1,1,"BCT","mixed","both",0,0,0,0
"GJA3",2,0,-0.367423461417476,0,0,0,0,0,1,0,1,0,2,0,0,0,"BCT","negative","none",0,0,0,0
"GJA4",2,0,-0.260177454235197,0,0,0,0,1,5,2,3,3,8,3,1,2,"BCT","negative","both",0,0,0,0
"GJA5",4,0,-0.536627448918591,0,0,0,0,2,6,1,6,3,12,3,2,1,"BCT","negative","both",0,0,0,0
"GJA8",10,0,-0.828024033699432,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"GJB1",14,0,-0.862127992581248,0,0,0,0,0,4,1,3,1,7,1,0,1,"BCT","negative","negative",0,0,0,0
"GJB2",4,1,1.68715261074601,1,0,1,0,5,9,0,3,5,12,5,3,0,"BCT","positive","positive",0,0,0,0
"GJB5",5,0,-0.521515121523837,0,0,0,0,1,4,0,2,1,6,1,1,0,"BCT","negative","positive",0,0,0,0
"GJB6",2,0,-0.312909072914302,0,0,0,0,0,6,0,0,0,6,0,0,0,"BCT","negative","none",0,0,0,0
"GJB7",13,1,0.263322086807731,1,0,1,0,0,0,0,1,0,1,0,0,0,"BCT","positive","none",0,0,0,0
"GJC1",5,0,-0.52982240920666,0,0,0,0,1,8,0,2,1,10,1,1,0,"BCT","negative","positive",0,0,0,0
"GJD2",2,0,-0.272976425781161,0,0,0,0,0,0,0,1,0,1,0,0,0,"BCT","negative","none",0,0,0,0
"GJD3",71,3,-0.314572757159402,2,1,0.666666666666667,0,0,4,0,5,0,9,0,0,0,"BCT","mixed","none",0,0,0,0
"GJD4",2,0,-0.293405788153095,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"GK",9,0,-0.726868219358199,0,0,0,0,0,5,1,7,1,12,1,0,1,"BCT","negative","negative",0,0,0,0
"GK2",4,0,-0.475863556877079,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"GK5",2,0,-0.174981589605966,0,0,0,0,1,4,0,3,1,7,1,1,0,"BCT","negative","positive",0,0,0,0
"GKAP1",9,2,1.95616437990272,0,2,0,0,0,2,2,5,2,7,2,0,2,"BCT","negative","negative",0,0,0,0
"GKN1",4,1,1.82307692307692,1,0,1,0,1,2,0,0,1,2,1,1,0,"BCT","positive","positive",0,0,0,0
"GKN2",5,0,-0.533790796619103,0,0,0,0,1,2,0,1,1,3,1,1,0,"BCT","negative","positive",0,0,0,0
"GLA",11,2,1.89380003854576,2,0,1,0,1,6,0,4,1,10,1,1,0,"BCT","positive","positive",0,0,0,0
"GLB1",11,2,1.69947201454014,2,0,1,0,2,4,2,2,4,6,4,2,2,"BCT","positive","both",0,0,0,0
"GLB1L",2,0,-0.371759503180656,0,0,0,0,1,5,2,4,3,9,3,1,2,"BCT","negative","both",0,0,0,0
"GLB1L2",4,0,-0.512995669535353,0,0,0,0,0,3,1,5,1,8,1,0,1,"BCT","negative","negative",0,0,0,0
"GLB1L3",2,0,-0.397472689538248,0,0,0,0,0,0,0,1,0,1,0,0,0,"BCT","negative","none",0,0,0,0
"GLCCI1",6,2,3.6943138550361,0,2,0,0,0,3,1,4,1,7,1,0,1,"BCT","negative","negative",0,0,0,0
"GLCE",13,1,0.321761309016353,0,1,0,0,0,2,2,0,2,2,2,0,2,"BCT","negative","negative",0,0,0,0
"GLDC",93,3,-0.721602235171347,1,2,0.333333333333333,0,0,6,0,2,0,8,0,0,0,"BCT","mixed","none",0,0,0,0
"GLDN",2,0,-0.293405788153095,0,0,0,0,1,4,0,2,1,6,1,1,0,"BCT","negative","positive",0,0,0,0
"GLE1",35,2,-0.116395432058806,2,0,1,0,0,4,1,2,1,6,1,0,1,"BCT","positive","negative",0,0,0,0
"GLG1",19,0,-1.05489513143144,0,0,0,0,1,6,1,1,2,7,2,1,1,"BCT","negative","both",0,0,0,0
"GLI1",40,1,-0.770377818728584,1,0,1,0,0,3,0,2,0,5,0,0,0,"BCT","positive","none",1,1,1,0
"GLI2",29,1,-0.503310434146473,1,0,1,0,0,1,0,0,0,1,0,0,0,"BCT","positive","none",0,0,0,0
"GLI3",28,1,-0.286767895615817,0,1,0,0,0,5,0,1,0,6,0,0,0,"BCT","negative","none",1,0,0,0
"GLI4",14,2,1.55214098293334,2,0,1,0,0,9,0,3,0,12,0,0,0,"BCT","positive","none",0,0,0,0
"GLIPR1L2",3,0,-0.406201920231798,0,0,0,0,1,2,0,5,1,7,1,1,0,"BCT","negative","positive",1,0,0,0
"GLIPR2",2,0,-0.417978327611541,0,0,0,0,0,6,0,6,0,12,0,0,0,"BCT","negative","none",1,0,0,0
"GLIS1",7,1,0.82787958990702,0,1,0,0,0,0,0,3,0,3,0,0,0,"BCT","negative","none",0,0,0,0
"GLIS2",33,1,-0.413972693009986,0,1,0,0,0,9,1,1,1,10,1,0,1,"BCT","negative","negative",1,0,0,0
"GLIS3",5,0,-0.568957069548109,0,0,0,0,0,3,1,2,1,5,1,0,1,"BCT","negative","negative",0,0,0,0
"GLMN",45,1,-0.846127770132756,1,0,1,0,1,6,0,4,1,10,1,1,0,"BCT","positive","positive",0,0,0,0
"GLO1",12,0,-0.897915492023047,0,0,0,0,1,6,1,4,2,10,2,1,1,"BCT","negative","both",0,0,0,0
"GLOD4",12,0,-0.751812775054308,0,0,0,0,0,2,2,5,2,7,2,0,2,"BCT","negative","negative",0,0,0,0
"GLP1R",9,0,-0.704290312811767,0,0,0,0,0,0,0,1,0,1,0,0,0,"BCT","negative","none",0,0,0,0
"GLP2R",2,0,-0.312909072914302,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"GLRA1",7,1,0.75867080828831,0,1,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"GLRA2",5,1,1.20617974001282,1,0,1,0,0,1,0,0,0,1,0,0,0,"BCT","positive","none",0,0,0,0
"GLRA3",2,0,-0.318752338713168,0,0,0,0,0,0,0,1,0,1,0,0,0,"BCT","negative","none",1,0,0,0
"GLRB",5,1,0.861684396980705,0,1,0,0,0,3,0,1,0,4,0,0,0,"BCT","negative","none",0,0,0,0
"GLRX",6,0,-0.616933569157972,0,0,0,0,1,5,1,2,2,7,2,1,1,"BCT","negative","both",0,0,0,0
"GLRX3",34,6,2.84275793085415,4,2,0.666666666666667,0,4,9,1,1,5,10,5,3,1,"BCT","mixed","both",0,0,0,0
"GLRX5",5,1,1.43248281007726,1,0,1,0,0,5,1,3,1,8,1,0,1,"BCT","positive","negative",0,0,0,0
"GLS",25,3,0.811782878941646,2,1,0.666666666666667,0,1,7,1,0,2,7,2,1,1,"BCT","mixed","both",0,0,0,0
"GLS2",16,0,-0.743662882466659,0,0,0,0,0,1,0,6,0,7,0,0,0,"BCT","negative","none",1,0,0,0
"GLT8D1",3,0,-0.49749371855331,0,0,0,0,1,3,0,2,1,5,1,1,0,"BCT","negative","positive",0,0,0,0
"GLT8D2",5,0,-0.5,0,0,0,0,2,9,0,3,2,12,2,2,0,"BCT","negative","positive",1,0,0,0
"GLTP",5,0,-0.607096151405849,0,0,0,0,1,5,1,5,2,10,2,1,1,"BCT","negative","both",0,0,0,0
"GLUD1",34,7,3.67540669422291,0,7,0,0,1,6,1,3,2,9,2,1,1,"BCT","negative","both",0,0,0,0
"GLUD2",4,2,3.6801737399852,0,2,0,0,0,1,0,0,0,1,0,0,0,"BCT","negative","none",0,0,0,0
"GLUL",20,4,2.7155788844015,1,3,0.25,0,0,4,2,3,2,7,2,0,2,"BCT","mixed","negative",0,0,0,0
"GLYCTK",9,1,0.565227451308893,1,0,1,0,0,1,0,7,0,8,0,0,0,"BCT","positive","none",0,0,0,0
"GLYR1",46,9,3.08399257427628,1,8,0.111111111111111,0,0,3,1,2,1,5,1,0,1,"BCT","negative","negative",1,0,0,0
"GM2A",8,1,0.83697450127795,1,0,1,0,1,3,1,0,2,3,2,1,1,"BCT","positive","both",0,0,0,0
"GMCL1",26,2,0.439621351018028,0,2,0,0,1,4,1,3,2,7,2,1,1,"BCT","negative","both",0,0,0,0
"GMDS",4,0,-0.591821516659565,0,0,0,0,1,4,0,5,1,9,1,1,0,"BCT","negative","positive",0,0,0,0
"GMEB1",10,2,1.69568235392668,2,0,1,0,1,8,0,4,1,12,1,1,0,"BCT","positive","positive",0,0,0,0
"GMEB2",11,3,2.67057132829516,3,0,1,0,0,4,0,5,0,9,0,0,0,"BCT","positive","none",0,0,0,0
"GMFB",8,0,-0.701400876948446,0,0,0,0,2,5,1,1,3,6,3,2,1,"BCT","negative","both",1,0,0,0
"GMFG",5,1,1.63605215890774,1,0,1,0,0,4,0,6,0,10,0,0,0,"BCT","positive","none",0,0,0,0
"GMIP",6,0,-0.581883886406084,0,0,0,0,1,6,1,5,2,11,2,1,1,"BCT","negative","both",0,0,0,0
"GML",8,0,-0.712919198415325,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",1,0,0,0
"GMNN",18,2,1.46805489855972,2,0,1,0,2,9,0,5,2,14,2,2,0,"BCT","positive","positive",0,0,0,0
"GMPPA",6,1,1.20617974001282,1,0,1,0,1,6,0,1,1,7,1,1,0,"BCT","positive","positive",0,0,0,0
"GMPPB",9,0,-0.701400876948446,0,0,0,0,0,6,1,5,1,11,1,0,1,"BCT","negative","negative",0,0,0,0
"GMPR2",3,0,-0.256904651573303,0,0,0,0,0,5,1,5,1,10,1,0,1,"BCT","negative","negative",0,0,0,0
"GMPS",28,2,0.119710344508991,2,0,1,0,5,12,0,3,5,15,5,3,0,"BCT","positive","positive",0,0,0,0
"GNA11",45,1,-0.750948766982749,0,1,0,0,0,3,1,5,1,8,1,0,1,"BCT","negative","negative",1,1,1,0
"GNA12",38,0,-1.33307192054353,0,0,0,0,2,6,1,1,3,7,3,2,1,"BCT","negative","both",1,0,0,0
"GNA13",54,2,-0.459781168909441,1,1,0.5,0,0,7,1,2,1,9,1,0,1,"BCT","mixed","negative",1,0,0,0
"GNA14",44,2,-0.422524977250108,0,2,0,0,2,4,2,3,4,7,4,2,2,"BCT","negative","both",1,0,0,0
"GNA15",37,4,1.1501968116725,3,1,0.75,0,1,9,1,2,2,11,2,1,1,"BCT","mixed","both",1,0,0,0
"GNAI1",85,3,-0.503117814160503,0,3,0,0,2,7,1,2,3,9,3,2,1,"BCT","negative","both",1,0,0,0
"GNAI2",75,7,1.13463734049782,3,4,0.428571428571429,0,0,3,0,2,0,5,0,0,0,"BCT","mixed","none",1,0,0,0
"GNAI3",95,9,1.46914948721854,8,1,0.888888888888889,0,2,4,2,2,4,6,4,2,2,"BCT","positive","both",0,0,0,0
"GNAL",37,4,1.30379739240782,1,3,0.25,0,2,6,0,7,2,13,2,2,0,"BCT","mixed","positive",0,0,0,0
"GNAO1",65,4,-0.0926516128248799,0,4,0,0,0,2,1,1,1,3,1,0,1,"BCT","negative","negative",0,0,0,0
"GNAQ",66,21,6.43195987490112,0,21,0,1,0,0,1,1,1,1,1,0,1,"BCT","negative","negative",1,1,1,0
"GNAS",72,5,0.390823306806103,2,3,0.4,0,2,6,0,2,2,8,2,2,0,"BCT","mixed","positive",1,1,1,0
"GNAT1",11,1,0.513809303146606,0,1,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",1,0,0,0
"GNAT2",13,0,-0.750523795777602,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"GNAT3",22,2,0.966528686504866,0,2,0,0,1,1,0,0,1,1,1,1,0,"BCT","negative","positive",0,0,0,0
"GNAZ",53,5,0.894164526998405,0,5,0,0,1,2,0,8,1,10,1,1,0,"BCT","negative","positive",0,0,0,0
"GNB1",103,3,-0.882342073005647,0,3,0,0,2,8,1,2,3,10,3,2,1,"BCT","negative","both",1,0,0,0
"GNB1L",5,2,3.18204729282377,2,0,1,0,2,9,0,4,2,13,2,2,0,"BCT","positive","positive",0,0,0,0
"GNB2",76,5,0.274275537274625,5,0,1,0,0,5,1,2,1,7,1,0,1,"BCT","positive","negative",0,0,0,0
"GNB3",37,1,-0.729857409142821,1,0,1,0,0,0,0,1,0,1,0,0,0,"BCT","positive","none",0,0,0,0
"GNB4",44,1,-0.821939423305887,0,1,0,0,0,7,0,2,0,9,0,0,0,"BCT","negative","none",0,0,0,0
"GNB5",43,2,-0.125356634105602,0,2,0,0,0,4,1,4,1,8,1,0,1,"BCT","negative","negative",0,0,0,0
"GNE",11,0,-0.792126750420912,0,0,0,0,0,4,1,5,1,9,1,0,1,"BCT","negative","negative",0,0,0,0
"GNG10",35,4,1.23409880804644,2,2,0.5,0,1,8,2,0,3,8,3,1,2,"BCT","mixed","both",0,0,0,0
"GNG11",28,3,1.11065932183878,1,2,0.333333333333333,0,1,5,0,3,1,8,1,1,0,"BCT","mixed","positive",0,0,0,0
"GNG12",50,3,-0.0330350424728105,1,2,0.333333333333333,0,0,10,1,1,1,11,1,0,1,"BCT","mixed","negative",0,0,0,0
"GNG13",38,2,0.0676446970173544,2,0,1,0,0,0,0,0,0,0,0,0,0,"BCT","positive","none",0,0,0,0
"GNG2",66,4,0.0430024463520014,2,2,0.5,0,0,2,2,2,2,4,2,0,2,"BCT","mixed","negative",1,0,0,0
"GNG3",32,4,2.06442331622616,2,2,0.5,0,0,1,0,0,0,1,0,0,0,"BCT","mixed","none",1,0,0,0
"GNG4",31,4,1.83257763065187,4,0,1,0,1,4,0,2,1,6,1,1,0,"BCT","positive","positive",0,0,0,0
"GNG5",34,3,0.588055763992315,3,0,1,0,1,5,0,6,1,11,1,1,0,"BCT","positive","positive",0,0,0,0
"GNG7",26,3,1.52608371876272,1,2,0.333333333333333,0,0,2,5,3,5,5,5,0,2,"BCT","mixed","negative",1,0,0,0
"GNG8",41,4,0.926413458823842,3,1,0.75,0,0,2,1,3,1,5,1,0,1,"BCT","mixed","negative",0,0,0,0
"GNGT1",46,4,0.731977216776405,4,0,1,0,0,4,0,1,0,5,0,0,0,"BCT","positive","none",0,0,0,0
"GNGT2",28,2,0.300585779155181,0,2,0,0,0,2,1,4,1,6,1,0,1,"BCT","negative","negative",0,0,0,0
"GNL1",18,0,-1.05245196870719,0,0,0,0,0,6,1,2,1,8,1,0,1,"BCT","negative","negative",0,0,0,0
"GNL2",58,5,0.575370229370905,3,2,0.6,0,2,6,0,3,2,9,2,2,0,"BCT","mixed","positive",0,0,0,0
"GNL3",62,7,1.21468319265298,6,1,0.857142857142857,0,1,10,0,4,1,14,1,1,0,"BCT","positive","positive",0,0,0,0
"GNL3L",38,4,1.1316461549722,4,0,1,0,1,6,1,3,2,9,2,1,1,"BCT","positive","both",0,0,0,0
"GNLY",18,1,-0.0111951918494908,1,0,1,0,0,3,1,3,1,6,1,0,1,"BCT","positive","negative",0,0,0,0
"GNMT",8,1,0.603409764144603,0,1,0,0,0,0,1,2,1,2,1,0,1,"BCT","negative","negative",0,0,0,0
"GNPAT",11,0,-0.829876889769749,0,0,0,0,0,7,1,1,1,8,1,0,1,"BCT","negative","negative",0,0,0,0
"GNPDA1",13,1,0.26321630352377,1,0,1,0,1,5,1,1,2,6,2,1,1,"BCT","positive","both",0,0,0,0
"GNPDA2",8,0,-0.674726221850429,0,0,0,0,0,3,2,2,2,5,2,0,2,"BCT","negative","negative",0,0,0,0
"GNPNAT1",5,2,2.81445373488071,1,1,0.5,0,2,8,1,2,3,10,3,2,1,"BCT","mixed","both",0,0,0,0
"GNPTAB",6,0,-0.481314470740345,0,0,0,0,0,2,1,2,1,4,1,0,1,"BCT","negative","negative",1,0,0,0
"GNPTG",3,1,3.16385840391127,0,1,0,0,1,4,0,3,1,7,1,1,0,"BCT","negative","positive",0,0,0,0
"GNRHR",7,1,0.931238913925472,0,1,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"GNS",17,0,-0.942461603329053,0,0,0,0,1,8,1,1,2,9,2,1,1,"BCT","negative","both",0,0,0,0
"GOLGA1",34,5,1.37597159740056,0,5,0,0,0,3,1,4,1,7,1,0,1,"BCT","negative","negative",0,0,0,0
"GOLGA2",142,11,0.281475631360803,1,10,0.0909090909090909,0,0,4,1,2,1,6,1,0,1,"BCT","negative","negative",1,0,0,0
"GOLGA3",39,2,-0.240304553633145,2,0,1,0,1,7,0,4,1,11,1,1,0,"BCT","positive","positive",0,0,0,0
"GOLGA4",42,4,0.981859966391718,0,4,0,0,1,6,1,1,2,7,2,1,1,"BCT","negative","both",0,0,0,0
"GOLGA5",24,1,-0.27543505801603,0,1,0,0,0,3,0,1,0,4,0,0,0,"BCT","negative","none",0,0,0,0
"GOLGA6A",10,1,0.306498949165272,0,1,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"GOLGA6L1",3,0,-0.453337251502422,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"GOLGA6L9",25,1,-0.265430010307481,1,0,1,0,0,0,0,0,0,0,0,0,0,"BCT","positive","none",0,0,0,0
"GOLGA7",7,0,-0.682555750793425,0,0,0,0,0,4,1,2,1,6,1,0,1,"BCT","negative","negative",0,0,0,0
"GOLGA8A",6,0,-0.645633104218765,0,0,0,0,1,3,0,6,1,9,1,1,0,"BCT","negative","positive",0,0,0,0
"GOLGA8B",2,0,-0.312909072914302,0,0,0,0,1,4,0,5,1,9,1,1,0,"BCT","negative","positive",0,0,0,0
"GOLGA8DP",5,0,-0.574456264653803,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"GOLGA8F",6,0,-0.642923413373566,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
