"gene","nint","nsig","z","npos","nneg","posfrac","enriched","canonical","oncogenes","tsgenes","role","type"
"ADD3",143,2,-0.983353788307639,2,0,1,0,0,0,0,"unknown","WCT"
"ADH1B",15,0,-0.665772782022646,0,0,NA,0,0,0,0,"unknown","WCT"
"ADIPOQ",96,3,-0.506514625447871,3,0,1,0,0,0,0,"unknown","WCT"
"ADNP",135,4,-0.534581948656948,2,2,0.5,0,0,0,0,"unknown","WCT"
"ADRA1A",64,4,0.290934047146695,0,4,0,0,0,0,0,"unknown","WCT"
"ADRA1B",48,1,-0.641329355668923,0,1,0,0,0,0,0,"unknown","WCT"
"ADRB3",43,2,0.0162622974795619,0,2,0,0,0,0,0,"unknown","WCT"
"AFF2",24,1,-0.25894606423867,1,0,1,0,0,0,0,"unknown","WCT"
"AFF3",42,1,-0.559403564689648,1,0,1,0,1,1,0,"OG","WCT"
"AFF4",133,4,-0.47973335533296,3,1,0.75,0,1,1,0,"OG","WCT"
"AFM",15,3,1.95025081998946,3,0,1,0,0,0,0,"unknown","WCT"
"AFMID",15,0,-0.803531399251249,0,0,NA,0,0,0,0,"unknown","WCT"
"AGBL2",8,1,0.860154308729702,1,0,1,0,0,0,0,"unknown","WCT"
"AGBL5",23,3,1.06164243567058,2,1,0.666666666666667,0,0,0,0,"unknown","WCT"
"AGGF1",81,9,1.28634829775142,2,7,0.222222222222222,0,0,0,0,"unknown","WCT"
"AGO4",119,3,-0.559628428732805,0,3,0,0,0,0,0,"unknown","WCT"
"AGTR2",27,0,-1.05587161381717,0,0,NA,0,0,0,0,"unknown","WCT"
"AHCTF1",129,8,0.368354702882499,3,5,0.375,0,0,0,0,"unknown","WCT"
"AHCYL2",133,1,-1.26131475218624,1,0,1,0,0,0,0,"unknown","WCT"
"AHI1",70,1,-0.863891018767814,0,1,0,0,0,0,0,"unknown","WCT"
"AHNAK",223,18,0.970320454424954,13,5,0.722222222222222,0,0,0,0,"unknown","WCT"
"AHNAK2",123,5,-0.19219847641459,2,3,0.4,0,0,0,0,"unknown","WCT"
"AHSA1",250,11,-0.219302403436861,6,5,0.545454545454545,0,0,0,0,"unknown","WCT"
"AJAP1",2,0,-0.354545454545455,0,0,NA,0,0,0,0,"unknown","WCT"
"AJUBA",95,8,0.891278821611358,2,6,0.25,0,0,0,0,"unknown","WCT"
"AK8",25,0,-1.07417971911851,0,0,NA,0,0,0,0,"unknown","WCT"
"AKAP11",89,6,0.385328477786838,1,5,0.166666666666667,0,0,0,0,"unknown","WCT"
"AKAP13",80,5,0.341531867634693,4,1,0.8,0,0,0,0,"unknown","WCT"
"AKAP6",31,1,-0.461410728067314,1,0,1,0,0,0,0,"unknown","WCT"
"AKAP8",172,11,0.213072977144319,8,3,0.727272727272727,0,0,0,0,"unknown","WCT"
"AKAP9",232,7,-0.664726267338796,5,2,0.714285714285714,0,0,0,0,"unknown","WCT"
"AKR1B10",42,0,-1.01936788245829,0,0,NA,0,0,0,0,"unknown","WCT"
"AKR1C2",51,3,0.244183950850935,1,2,0.333333333333333,0,0,0,0,"unknown","WCT"
"AKR1D1",6,1,1.5,1,0,1,0,0,0,0,"unknown","WCT"
"AKT1",346,76,5.95224716308968,22,54,0.289473684210526,1,1,1,0,"OG","WCT"
"AKT2",121,10,0.789796155295944,2,8,0.2,0,1,1,0,"OG","WCT"
"AKT3",92,1,-0.837854402626136,0,1,0,0,1,1,0,"OG","WCT"
"ALB",379,60,2.93465226858469,30,30,0.5,0,0,0,0,"unknown","WCT"
"ALDH5A1",47,0,-1.14095655251958,0,0,NA,0,0,0,0,"unknown","WCT"
