"gene","nint","nsig","z","npos","nneg","posfrac","enriched","posstrict","pos","negstrict","neg","allstrict","all","SA","SApos","SAneg","type","DAsign","SAsign","driver","canonical","oncogene","tsgene"
"KRTAP1-5",4,1,1.93264828272085,1,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"KRTAP10-1",12,1,0.354249852147434,1,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"KRTAP10-11",4,0,-0.397472689538248,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP10-3",32,0,-1.29947610848717,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP10-4",2,0,-0.228265773075805,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP10-5",14,0,-0.909990073441662,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP10-6",11,1,0.614285714285715,1,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"KRTAP10-7",30,4,2.01094463003951,4,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"KRTAP10-8",47,0,-1.45679870647096,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP10-9",29,1,-0.353469885084227,1,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"KRTAP11-1",9,0,-0.786904337816069,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP12-1",8,0,-0.672209941815125,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",1,0,0,0
"KRTAP12-2",14,2,1.24687828126259,2,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"KRTAP12-3",16,1,0.0796263000959585,1,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"KRTAP12-4",6,0,-0.724780051083761,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP13-1",7,0,-0.551716007117329,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP13-2",12,1,0.756536309944248,1,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"KRTAP13-3",16,2,1.4935500247518,2,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",1,0,0,0
"KRTAP15-1",14,0,-0.837374345801548,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP17-1",4,1,2.12702813913291,1,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"KRTAP19-1",10,0,-0.75444884728831,0,0,0,0,0,0,0,2,0,2,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP19-2",7,0,-0.46617279325453,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP19-3",2,0,-0.349799300402099,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP19-4",3,0,-0.349799300402099,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP19-5",16,1,0.251379174478918,1,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"KRTAP19-6",10,0,-0.798001612126098,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP19-7",24,0,-0.696939036389073,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP2-4",10,0,-0.54469922682745,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP21-2",6,0,-0.506362397594688,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP26-1",10,0,-0.765154894332075,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP3-1",14,0,-0.815061367484314,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP3-2",9,2,2.89991496112402,2,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"KRTAP3-3",11,1,0.641272772874982,1,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"KRTAP4-1",2,0,-0.272976425781161,0,0,0,0,0,1,0,2,0,3,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP4-11",5,0,-0.437474854374538,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP4-12",19,0,-0.956450522086429,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP4-2",14,2,1.70885382424222,2,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"KRTAP4-4",8,0,-0.581883886406084,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP4-5",8,0,-0.635897945572321,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",1,0,0,0
"KRTAP4-7",2,1,2.98496231131986,1,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"KRTAP5-11",4,1,1.51097501884862,1,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",1,0,0,0
"KRTAP5-2",2,0,-0.251379174478918,0,0,0,0,0,1,0,0,0,1,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP5-3",3,0,-0.453337251502422,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP5-4",2,1,2.28366551953831,1,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"KRTAP5-6",6,0,-0.562199787960751,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP5-7",7,1,1.00396843462555,1,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"KRTAP5-9",15,2,1.66090437772778,1,1,0.5,0,0,0,0,0,0,0,0,0,0,"WCT","mixed","none",0,0,0,0
"KRTAP6-1",19,0,-0.559134669777656,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP6-2",26,1,0.0094444282503085,1,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"KRTAP6-3",19,1,0.0922694024973753,1,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"KRTAP7-1",7,0,-0.642581327273126,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP8-1",21,0,-0.863124137996368,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP9-2",19,0,-1.16309221696074,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP9-4",7,0,-0.604307305834313,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"KRTAP9-8",11,1,0.792590411794456,1,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"KRTCAP2",15,1,0.164068366856689,0,1,0,0,4,6,0,2,4,8,4,3,0,"WCT","negative","positive",0,0,0,0
"KRTCAP3",2,0,-0.293405788153095,0,0,0,0,0,2,1,2,1,4,1,0,1,"WCT","negative","negative",0,0,0,0
"KSR1",26,3,1.22403103249221,2,1,0.666666666666667,0,1,8,1,2,2,10,2,1,1,"WCT","mixed","both",0,0,0,0
"KSR2",19,3,1.91377699141811,2,1,0.666666666666667,0,0,0,0,0,0,0,0,0,0,"WCT","mixed","none",0,0,0,0
"KTI12",10,1,0.892521203732439,0,1,0,0,1,3,1,2,2,5,2,1,1,"WCT","negative","both",0,0,0,0
"KTN1",63,2,-0.749172772142505,0,2,0,0,2,7,1,1,3,8,3,2,1,"WCT","negative","both",1,0,0,0
"KYNU",11,1,0.891068992638653,0,1,0,0,1,11,0,1,1,12,1,1,0,"WCT","negative","positive",0,0,0,0
"L1CAM",36,4,1.8583970415416,2,2,0.5,0,4,9,0,2,4,11,4,3,0,"WCT","mixed","positive",0,0,0,0
"L1TD1",9,1,1.18167831340159,0,1,0,0,0,0,0,1,0,1,0,0,0,"WCT","negative","none",0,0,0,0
"L2HGDH",5,1,1.63605215890774,0,1,0,0,1,7,1,5,2,12,2,1,1,"WCT","negative","both",0,0,0,0
"L3MBTL2",46,1,-0.947804480540862,0,1,0,0,1,3,3,3,4,6,4,1,2,"WCT","negative","both",0,0,0,0
"L3MBTL3",35,1,-0.531974654133963,1,0,1,0,1,10,1,1,2,11,2,1,1,"WCT","positive","both",0,0,0,0
"LACRT",13,0,-0.805650574183448,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"LACTB",27,2,0.578890729696457,1,1,0.5,0,1,8,1,1,2,9,2,1,1,"WCT","mixed","both",0,0,0,0
"LACTB2",6,0,-0.518145323506047,0,0,0,0,0,8,1,1,1,9,1,0,1,"WCT","negative","negative",0,0,0,0
"LAD1",11,1,0.577520053127773,0,1,0,0,1,4,0,4,1,8,1,1,0,"WCT","negative","positive",0,0,0,0
"LAG3",7,0,-0.604307305834313,0,0,0,0,1,2,1,6,2,8,2,1,1,"WCT","negative","both",0,0,0,0
"LAGE3",16,2,1.37642724167381,1,1,0.5,0,2,7,0,2,2,9,2,2,0,"WCT","mixed","positive",0,0,0,0
"LAIR1",10,0,-0.655251736899397,0,0,0,0,0,4,1,4,1,8,1,0,1,"WCT","negative","negative",0,0,0,0
"LAIR2",14,2,1.79170599671978,1,1,0.5,0,0,0,0,2,0,2,0,0,0,"WCT","mixed","none",0,0,0,0
"LAMA1",34,2,0.18816940591363,1,1,0.5,0,0,4,0,3,0,7,0,0,0,"WCT","mixed","none",0,0,0,0
"LAMA2",27,1,-0.269551799503197,0,1,0,0,1,3,0,2,1,5,1,1,0,"WCT","negative","positive",1,0,0,0
"LAMA3",25,2,0.609077671365563,1,1,0.5,0,2,6,0,3,2,9,2,2,0,"WCT","mixed","positive",1,0,0,0
"LAMA4",29,3,1.22281278488492,0,3,0,0,0,9,0,3,0,12,0,0,0,"WCT","negative","none",1,0,0,0
"LAMA5",42,3,0.674229506732513,0,3,0,0,0,5,0,2,0,7,0,0,0,"WCT","negative","none",0,0,0,0
"LAMB1",42,6,3.54198070065327,2,4,0.333333333333333,0,2,7,1,2,3,9,3,2,1,"WCT","mixed","both",1,0,0,0
"LAMB2",35,3,0.896433081741213,1,2,0.333333333333333,0,0,4,1,2,1,6,1,0,1,"WCT","mixed","negative",0,0,0,0
"LAMB3",30,0,-1.30282190385001,0,0,0,0,3,10,1,2,4,12,4,3,1,"WCT","negative","both",0,0,0,0
"LAMB4",11,2,2.24671081744107,2,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"LAMC1",32,2,0.550695762454016,1,1,0.5,0,0,9,1,0,1,9,1,0,1,"WCT","mixed","negative",1,0,0,0
"LAMC2",21,1,-0.0481508169293127,1,0,1,0,2,7,0,1,2,8,2,2,0,"WCT","positive","positive",0,0,0,0
"LAMC3",24,0,-1.01762171357945,0,0,0,0,0,2,0,3,0,5,0,0,0,"WCT","negative","none",0,0,0,0
"LAMP1",105,10,2.022181393009,5,5,0.5,0,0,3,1,2,1,5,1,0,1,"WCT","mixed","negative",0,0,0,0
"LAMP2",137,13,2.40663997440136,4,9,0.307692307692308,0,0,9,1,1,1,10,1,0,1,"WCT","mixed","negative",0,0,0,0
"LAMP3",78,8,2.10190507428899,5,3,0.625,0,1,6,1,2,2,8,2,1,1,"WCT","mixed","both",0,0,0,0
"LANCL1",28,2,0.388477863875327,1,1,0.5,0,0,6,1,2,1,8,1,0,1,"WCT","mixed","negative",0,0,0,0
"LANCL2",14,2,1.35192170915786,1,1,0.5,0,1,4,2,3,3,7,3,1,2,"WCT","mixed","both",0,0,0,0
"LAP3",18,3,2.44992907374228,2,1,0.666666666666667,0,0,3,1,3,1,6,1,0,1,"WCT","mixed","negative",0,0,0,0
"LAPTM4A",10,0,-0.712271690335992,0,0,0,0,0,6,1,1,1,7,1,0,1,"WCT","negative","negative",1,0,0,0
"LAPTM4B",15,1,0.199292955271385,0,1,0,0,2,10,0,2,2,12,2,2,0,"WCT","negative","positive",1,0,0,0
"LAPTM5",27,4,2.38502817953192,3,1,0.75,0,0,3,0,4,0,7,0,0,0,"WCT","mixed","none",0,0,0,0
"LARP1",113,5,-0.372038355438103,0,5,0,0,1,9,1,3,2,12,2,1,1,"WCT","negative","both",1,0,0,0
"LARP1B",36,0,-1.38713414612424,0,0,0,0,0,4,1,4,1,8,1,0,1,"WCT","negative","negative",0,0,0,0
"LARP4",57,1,-1.15004108471068,0,1,0,0,0,4,1,0,1,4,1,0,1,"WCT","negative","negative",0,0,0,0
"LARP4B",71,5,0.786105453129216,2,3,0.4,0,1,3,1,6,2,9,2,1,1,"WCT","mixed","both",1,1,0,1
"LARP6",2,0,-0.336902337055378,0,0,0,0,0,6,1,6,1,12,1,0,1,"WCT","negative","negative",0,0,0,0
"LARP7",226,15,1.06907351836741,7,8,0.466666666666667,0,0,4,1,3,1,7,1,0,1,"WCT","mixed","negative",1,0,0,0
"LARS2",19,1,0.143446173950563,1,0,1,0,0,3,2,3,2,6,2,0,2,"WCT","positive","negative",0,0,0,0
"LAS1L",58,4,0.637060410991674,0,4,0,0,0,6,1,4,1,10,1,0,1,"WCT","negative","negative",0,0,0,0
"LASP1",54,2,-0.456057962217212,1,1,0.5,0,3,7,1,2,4,9,4,3,1,"WCT","mixed","both",0,0,0,0
"LAT",44,2,-0.123745688471959,2,0,1,0,1,5,2,6,3,11,3,1,2,"WCT","positive","both",0,0,0,0
"LAT2",12,0,-0.824477346055007,0,0,0,0,1,5,0,5,1,10,1,1,0,"WCT","negative","positive",0,0,0,0
"LATS1",115,6,0.250587965354928,1,5,0.166666666666667,0,2,8,1,1,3,9,3,2,1,"WCT","negative","both",1,1,0,1
"LATS2",97,8,1.51293783471752,3,5,0.375,0,1,7,2,1,3,8,3,1,2,"WCT","mixed","both",1,1,0,1
"LAX1",5,1,1.67859831636169,0,1,0,0,0,1,0,1,0,2,0,0,0,"WCT","negative","none",0,0,0,0
"LBH",4,0,-0.336902337055378,0,0,0,0,1,4,1,4,2,8,2,1,1,"WCT","negative","both",0,0,0,0
"LBP",4,1,1.77988763690296,1,0,1,0,2,8,0,0,2,8,2,2,0,"WCT","positive","positive",1,0,0,0
"LBR",52,4,0.829358938131605,2,2,0.5,0,1,4,1,3,2,7,2,1,1,"WCT","mixed","both",0,0,0,0
"LBX1",5,0,-0.491151552981679,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"LCA5",25,2,0.661080197122124,0,2,0,0,0,3,1,1,1,4,1,0,1,"WCT","negative","negative",0,0,0,0
"LCA5L",6,1,1.32120092275139,1,0,1,0,0,1,0,1,0,2,0,0,0,"WCT","positive","none",0,0,0,0
"LCAT",5,0,-0.484615384615384,0,0,0,0,1,6,1,4,2,10,2,1,1,"WCT","negative","both",0,0,0,0
"LCE1A",12,0,-0.924642803484934,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"LCE1B",13,0,-0.82985543899392,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"LCE1C",13,1,0.513809303146606,1,0,1,0,0,0,0,2,0,2,0,0,0,"WCT","positive","none",0,0,0,0
"LCE1D",7,1,1.27711735730385,1,0,1,0,0,1,0,0,0,1,0,0,0,"WCT","positive","none",1,0,0,0
"LCE1E",8,0,-0.533729130814433,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"LCE1F",9,1,0.7249934011567,0,1,0,0,0,1,0,1,0,2,0,0,0,"WCT","negative","none",0,0,0,0
"LCE2A",8,0,-0.670442714477436,0,0,0,0,0,1,0,1,0,2,0,0,0,"WCT","negative","none",0,0,0,0
"LCE2B",11,2,1.5877830622218,1,1,0.5,0,0,0,0,0,0,0,0,0,0,"WCT","mixed","none",0,0,0,0
"LCE2C",12,1,0.366567354514342,1,0,1,0,0,1,0,1,0,2,0,0,0,"WCT","positive","none",0,0,0,0
"LCE2D",6,0,-0.593958486013353,0,0,0,0,0,1,0,1,0,2,0,0,0,"WCT","negative","none",0,0,0,0
"LCE3A",9,0,-0.657796122179819,0,0,0,0,0,0,0,1,0,1,0,0,0,"WCT","negative","none",0,0,0,0
"LCE3B",7,0,-0.664694051288397,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"LCE3C",7,0,-0.623160731931035,0,0,0,0,0,0,0,1,0,1,0,0,0,"WCT","negative","none",0,0,0,0
"LCE3D",8,0,-0.604307305834314,0,0,0,0,0,1,0,0,0,1,0,0,0,"WCT","negative","none",0,0,0,0
"LCE3E",8,0,-0.586493798721182,0,0,0,0,0,2,0,0,0,2,0,0,0,"WCT","negative","none",0,0,0,0
"LCE4A",7,0,-0.652664840877217,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",1,0,0,0
"LCE5A",11,1,0.562199787960751,0,1,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"LCE6A",4,0,-0.475863556877079,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"LCK",182,14,1.63830093008247,9,5,0.642857142857143,0,0,3,3,5,3,8,3,0,2,"WCT","mixed","negative",1,1,1,0
"LCLAT1",8,2,2.5172740013393,1,1,0.5,0,1,8,1,2,2,10,2,1,1,"WCT","mixed","both",0,0,0,0
"LCMT1",8,0,-0.802377155095242,0,0,0,0,0,3,1,8,1,11,1,0,1,"WCT","negative","negative",0,0,0,0
"LCMT2",2,0,-0.272976425781162,0,0,0,0,0,1,1,5,1,6,1,0,1,"WCT","negative","negative",0,0,0,0
"LCN1",22,3,1.73641842648036,3,0,1,0,1,2,0,0,1,2,1,1,0,"WCT","positive","positive",0,0,0,0
"LCN2",11,0,-0.894516516420858,0,0,0,0,1,2,0,4,1,6,1,1,0,"WCT","negative","positive",0,0,0,0
"LCN6",11,0,-0.713964061316159,0,0,0,0,0,0,0,2,0,2,0,0,0,"WCT","negative","none",0,0,0,0
"LCN9",3,0,-0.393075909361323,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"LCOR",31,3,1.06913549179155,1,2,0.333333333333333,0,0,4,1,2,1,6,1,0,1,"WCT","mixed","negative",0,0,0,0
"LCORL",3,0,-0.293405788153095,0,0,0,0,0,5,0,5,0,10,0,0,0,"WCT","negative","none",0,0,0,0
"LCP1",19,1,0.0410850281689321,0,1,0,0,0,1,0,7,0,8,0,0,0,"WCT","negative","none",0,0,0,0
"LCP2",34,2,0.346447069685447,0,2,0,0,0,5,0,4,0,9,0,0,0,"WCT","negative","none",0,0,0,0
"LCTL",4,0,-0.484615384615385,0,0,0,0,0,2,0,0,0,2,0,0,0,"WCT","negative","none",1,0,0,0
"LDB1",53,3,-0.00608933826051334,3,0,1,0,0,4,1,8,1,12,1,0,1,"WCT","positive","negative",1,0,0,0
"LDB2",13,1,0.180906806746658,0,1,0,0,2,5,1,4,3,9,3,2,1,"WCT","negative","both",0,0,0,0
"LDB3",5,2,3.4460547275718,2,0,1,0,0,1,0,1,0,2,0,0,0,"WCT","positive","none",0,0,0,0
"LDHA",55,3,0.223744571513975,1,2,0.333333333333333,0,5,11,1,1,6,12,5,3,1,"WCT","mixed","both",0,0,0,0
"LDHAL6A",5,0,-0.490614426181902,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",1,0,0,0
"LDHAL6B",9,0,-0.756536309944248,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"LDHB",56,6,1.75661979920788,1,5,0.166666666666667,0,1,3,1,2,2,5,2,1,1,"WCT","negative","both",0,0,0,0
"LDHC",8,0,-0.559435199049438,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"LDHD",10,0,-0.710705312219014,0,0,0,0,0,4,3,3,3,7,3,0,2,"WCT","negative","negative",0,0,0,0
"LDLR",69,2,-0.875276403391006,1,1,0.5,0,2,5,0,3,2,8,2,2,0,"WCT","mixed","positive",0,0,0,0
"LDLRAD1",23,2,1.02625118239235,2,0,1,0,0,0,0,2,0,2,0,0,0,"WCT","positive","none",1,0,0,0
"LDLRAD3",5,0,-0.561324100464885,0,0,0,0,2,5,0,1,2,6,2,2,0,"WCT","negative","positive",0,0,0,0
"LDLRAP1",9,1,1.00396843462555,0,1,0,0,0,4,0,6,0,10,0,0,0,"WCT","negative","none",0,0,0,0
"LDOC1",21,1,-0.143644606103438,0,1,0,0,0,4,1,1,1,5,1,0,1,"WCT","negative","negative",0,0,0,0
"LEAP2",3,0,-0.312909072914302,0,0,0,0,0,0,1,1,1,1,1,0,1,"WCT","negative","negative",0,0,0,0
"LECT2",11,0,-0.672184424346021,0,0,0,0,0,0,1,0,1,0,1,0,1,"WCT","negative","negative",0,0,0,0
"LEF1",48,3,0.418191180060848,2,1,0.666666666666667,0,0,3,0,6,0,9,0,0,0,"WCT","mixed","none",1,1,0,0
"LEFTY1",6,1,1.166294946589,1,0,1,0,1,4,0,4,1,8,1,1,0,"WCT","positive","positive",0,0,0,0
"LEFTY2",6,0,-0.589363552987765,0,0,0,0,0,1,0,1,0,2,0,0,0,"WCT","negative","none",0,0,0,0
"LEKR1",3,0,-0.401450857139046,0,0,0,0,0,0,0,1,0,1,0,0,0,"WCT","negative","none",0,0,0,0
"LELP1",4,0,-0.450301104081868,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"LEMD1",2,0,-0.280525932530978,0,0,0,0,1,7,1,1,2,8,2,1,1,"WCT","negative","both",0,0,0,0
"LEMD2",17,1,0.289074198339058,0,1,0,0,1,4,1,3,2,7,2,1,1,"WCT","negative","both",1,0,0,0
"LEMD3",57,5,1.20037122970726,3,2,0.6,0,0,7,1,1,1,8,1,0,1,"WCT","mixed","negative",1,0,0,0
"LENG1",19,2,1.07539915480114,1,1,0.5,0,0,1,0,0,0,1,0,0,0,"WCT","mixed","none",0,0,0,0
"LENG8",34,1,-0.531088626172063,1,0,1,0,2,4,1,3,3,7,3,2,1,"WCT","positive","both",0,0,0,0
"LEO1",76,2,-0.931635768677573,2,0,1,0,0,5,1,0,1,5,1,0,1,"WCT","positive","negative",0,0,0,0
"LEP",14,1,0.255919530135678,1,0,1,0,0,0,0,1,0,1,0,0,0,"WCT","positive","none",0,0,0,0
"LEPR",23,2,0.559216632941637,1,1,0.5,0,0,7,1,1,1,8,1,0,1,"WCT","mixed","negative",1,0,0,0
"LEPROT",3,0,-0.401450857139046,0,0,0,0,1,7,1,1,2,8,2,1,1,"WCT","negative","both",0,0,0,0
"LEPROTL1",8,0,-0.619300049001858,0,0,0,0,1,3,2,3,3,6,3,1,2,"WCT","negative","both",1,1,0,1
"LETM1",33,5,2.4985143038497,2,3,0.4,0,1,7,1,4,2,11,2,1,1,"WCT","mixed","both",1,0,0,0
"LETMD1",12,1,0.510453113453901,1,0,1,0,0,7,2,1,2,8,2,0,2,"WCT","positive","negative",0,0,0,0
"LEUTX",3,0,-0.405148216977697,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"LFNG",8,0,-0.574456264653803,0,0,0,0,0,5,0,2,0,7,0,0,0,"WCT","negative","none",1,0,0,0
"LGALS1",83,6,0.950417456348385,4,2,0.666666666666667,0,2,12,1,0,3,12,3,2,1,"WCT","mixed","both",1,0,0,0
"LGALS12",2,0,-0.293405788153095,0,0,0,0,1,1,0,0,1,1,1,1,0,"WCT","negative","positive",0,0,0,0
"LGALS13",3,0,-0.481894409826699,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"LGALS14",12,1,0.728662967818724,1,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"LGALS3",82,5,0.438144084499456,3,2,0.6,0,1,5,0,4,1,9,1,1,0,"WCT","mixed","positive",0,0,0,0
"LGALS3BP",66,9,3.0375344165082,2,7,0.222222222222222,0,1,8,0,1,1,9,1,1,0,"WCT","mixed","positive",0,0,0,0
"LGALS4",7,0,-0.53964544732099,0,0,0,0,0,4,0,3,0,7,0,0,0,"WCT","negative","none",0,0,0,0
"LGALS7",37,7,4.06497948622606,3,4,0.428571428571429,1,0,2,0,3,0,5,0,0,0,"WCT","mixed","none",0,0,0,0
"LGALS7B",28,1,-0.414382748311873,1,0,1,0,0,3,0,1,0,4,0,0,0,"WCT","positive","none",0,0,0,0
"LGALS8",34,1,-0.578890729696456,1,0,1,0,0,10,0,2,0,12,0,0,0,"WCT","positive","none",0,0,0,0
"LGALS9",129,7,0.247438775489366,4,3,0.571428571428571,0,1,4,0,6,1,10,1,1,0,"WCT","mixed","positive",0,0,0,0
"LGALS9B",13,1,0.765154894332075,0,1,0,0,0,1,0,3,0,4,0,0,0,"WCT","negative","none",0,0,0,0
"LGALS9C",14,0,-0.787800144227658,0,0,0,0,0,0,1,2,1,2,1,0,1,"WCT","negative","negative",0,0,0,0
"LGI1",11,0,-0.812546075498119,0,0,0,0,0,1,0,0,0,1,0,0,0,"WCT","negative","none",0,0,0,0
"LGI4",2,1,2.6944387170615,0,1,0,0,0,4,3,2,3,6,3,0,2,"WCT","negative","negative",0,0,0,0
"LGMN",13,1,0.342513647244854,0,1,0,0,1,6,1,0,2,6,2,1,1,"WCT","negative","both",0,0,0,0
"LGR4",72,4,0.154546129532126,2,2,0.5,0,0,5,1,3,1,8,1,0,1,"WCT","mixed","negative",0,0,0,0
"LGR5",6,0,-0.453337251502422,0,0,0,0,0,0,1,2,1,2,1,0,1,"WCT","negative","negative",0,0,0,0
"LGR6",5,0,-0.536627448918591,0,0,0,0,1,5,1,4,2,9,2,1,1,"WCT","negative","both",0,0,0,0
"LHB",2,0,-0.33166247903554,0,0,0,0,0,1,0,1,0,2,0,0,0,"WCT","negative","none",0,0,0,0
"LHCGR",11,0,-0.687066787632119,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"LHFPL1",3,2,4.79284424243093,1,1,0.5,1,0,0,0,0,0,0,0,0,0,"WCT","mixed","none",0,0,0,0
"LHFPL2",3,1,2.46605526528271,0,1,0,0,1,9,0,1,1,10,1,1,0,"WCT","negative","positive",0,0,0,0
"LHFPL4",2,1,3.626686799664,0,1,0,0,0,0,0,1,0,1,0,0,0,"WCT","negative","none",0,0,0,0
"LHFPL5",17,1,0.418698576847096,1,0,1,0,1,4,1,3,2,7,2,1,1,"WCT","positive","both",0,0,0,0
"LHPP",8,1,0.813210036792239,0,1,0,0,0,2,1,3,1,5,1,0,1,"WCT","negative","negative",0,0,0,0
"LHX1",31,5,2.78253728212694,0,5,0,0,0,1,0,0,0,1,0,0,0,"WCT","negative","none",0,0,0,0
"LHX2",66,7,1.86522251040182,3,4,0.428571428571429,0,0,2,0,4,0,6,0,0,0,"WCT","mixed","none",0,0,0,0
"LHX3",56,3,0.104816203414121,2,1,0.666666666666667,0,0,0,0,0,0,0,0,0,0,"WCT","mixed","none",0,0,0,0
