"gene","nint","nsig","z","npos","nneg","posfrac","enriched","posstrict","pos","negstrict","neg","allstrict","all","SA","SApos","SAneg","type","DAsign","SAsign","driver","canonical","oncogene","tsgene"
"A1BG",15,1,0.223744571513975,1,0,1,0,0,0,0,1,0,1,0,0,0,"WCT","positive","none",0,0,0,0
"A1CF",14,1,0.244354801840548,1,0,1,0,0,1,1,2,1,3,1,0,1,"WCT","positive","negative",1,1,1,0
"A2M",45,3,0.72658116784732,1,2,0.333333333333333,0,0,4,1,4,1,8,1,0,1,"WCT","mixed","negative",0,0,0,0
"A2ML1",20,0,-0.996462586081355,0,0,0,0,2,2,0,2,2,4,2,2,0,"WCT","negative","positive",1,0,0,0
"A4GALT",3,0,-0.397472689538248,0,0,0,0,0,6,1,5,1,11,1,0,1,"WCT","negative","negative",0,0,0,0
"A4GNT",6,0,-0.495664018648984,0,0,0,0,0,1,0,0,0,1,0,0,0,"WCT","negative","none",0,0,0,0
"AAAS",59,5,1.17017534789774,0,5,0,0,0,6,1,2,1,8,1,0,1,"WCT","negative","negative",0,0,0,0
"AACS",4,0,-0.460477822655819,0,0,0,0,2,8,0,4,2,12,2,2,0,"WCT","negative","positive",0,0,0,0
"AADAT",3,0,-0.450301104081868,0,0,0,0,0,2,0,5,0,7,0,0,0,"WCT","negative","none",0,0,0,0
"AAGAB",9,1,0.789384881803617,0,1,0,0,0,5,1,2,1,7,1,0,1,"WCT","negative","negative",0,0,0,0
"AAK1",25,0,-1.14092536592702,0,0,0,0,2,6,0,3,2,9,2,2,0,"WCT","negative","positive",0,0,0,0
"AAMP",16,1,0,1,0,1,0,2,8,1,1,3,9,3,2,1,"WCT","positive","both",0,0,0,0
"AANAT",5,0,-0.429321159589381,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"AARS2",39,4,1.69341647167649,1,3,0.25,0,1,6,0,3,1,9,1,1,0,"WCT","mixed","positive",0,0,0,0
"AARSD1",50,4,0.960687955745573,3,1,0.75,0,0,5,1,4,1,9,1,0,1,"WCT","mixed","negative",0,0,0,0
"AASDH",4,0,-0.475863556877079,0,0,0,0,0,4,1,1,1,5,1,0,1,"WCT","negative","negative",0,0,0,0
"AASDHPPT",17,2,1.50649921391496,1,1,0.5,0,1,4,1,2,2,6,2,1,1,"WCT","mixed","both",0,0,0,0
"AASS",12,3,3.45664332055332,1,2,0.333333333333333,0,0,1,1,4,1,5,1,0,1,"WCT","mixed","negative",0,0,0,0
"AATF",100,4,-0.589433366877946,4,0,1,0,2,8,0,3,2,11,2,2,0,"WCT","positive","positive",0,0,0,0
"AATK",42,4,1.48202385885884,2,2,0.5,0,0,3,0,5,0,8,0,0,0,"WCT","mixed","none",0,0,0,0
"ABAT",4,0,-0.512995669535353,0,0,0,0,0,1,4,1,4,2,4,0,2,"WCT","negative","negative",0,0,0,0
"ABCA1",19,2,1.02625118239235,1,1,0.5,0,2,4,1,2,3,6,3,2,1,"WCT","mixed","both",0,0,0,0
"ABCA12",4,1,2.28366551953831,0,1,0,0,2,5,0,2,2,7,2,2,0,"WCT","negative","positive",0,0,0,0
"ABCA13",3,1,3.3741665637606,1,0,1,0,0,0,0,3,0,3,0,0,0,"WCT","positive","none",1,0,0,0
"ABCA2",19,1,0.0623629006996567,0,1,0,0,0,4,1,4,1,8,1,0,1,"WCT","negative","negative",0,0,0,0
"ABCA3",5,0,-0.55171600711733,0,0,0,0,0,5,0,6,0,11,0,0,0,"WCT","negative","none",0,0,0,0
"ABCA6",2,0,-0.349799300402099,0,0,0,0,1,2,0,3,1,5,1,1,0,"WCT","negative","positive",0,0,0,0
"ABCA7",4,1,2.69443871706149,0,1,0,0,1,7,0,4,1,11,1,1,0,"WCT","negative","positive",1,0,0,0
"ABCA9",2,0,-0.312909072914302,0,0,0,0,0,2,1,1,1,3,1,0,1,"WCT","negative","negative",0,0,0,0
"ABCB1",9,2,2.57652347492572,0,2,0,0,0,2,1,2,1,4,1,0,1,"WCT","negative","negative",1,0,0,0
"ABCB10",11,3,2.9373245730883,2,1,0.666666666666667,0,0,5,2,3,2,8,2,0,2,"WCT","mixed","negative",0,0,0,0
"ABCB5",8,0,-0.688235294117647,0,0,0,0,1,1,0,0,1,1,1,1,0,"WCT","negative","positive",1,0,0,0
"ABCB6",14,0,-0.886668018818126,0,0,0,0,1,7,1,2,2,9,2,1,1,"WCT","negative","both",0,0,0,0
"ABCB7",24,2,0.594435929700022,0,2,0,0,0,4,1,3,1,7,1,0,1,"WCT","negative","negative",0,0,0,0
"ABCB8",10,1,0.655251736899397,0,1,0,0,1,6,0,5,1,11,1,1,0,"WCT","negative","positive",0,0,0,0
"ABCB9",10,2,1.71464281994823,1,1,0.5,0,2,6,0,2,2,8,2,2,0,"WCT","mixed","positive",0,0,0,0
"ABCC1",15,5,5.01563523979154,3,2,0.6,1,0,3,1,1,1,4,1,0,1,"WCT","mixed","negative",0,0,0,0
"ABCC10",4,0,-0.413498259046567,0,0,0,0,2,3,1,5,3,8,3,2,1,"WCT","negative","both",0,0,0,0
"ABCC12",2,0,-0.272976425781161,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"ABCC2",14,3,3.09926240182849,2,1,0.666666666666667,0,2,2,0,2,2,4,2,2,0,"WCT","mixed","positive",0,0,0,0
"ABCC3",6,1,1.5,1,0,1,0,2,6,1,3,3,9,3,2,1,"WCT","positive","both",1,0,0,0
"ABCC4",7,0,-0.424264068711929,0,0,0,0,0,4,1,2,1,6,1,0,1,"WCT","negative","negative",0,0,0,0
"ABCC5",10,2,2.85314471813273,0,2,0,0,2,10,0,1,2,11,2,2,0,"WCT","negative","positive",1,0,0,0
"ABCC6",9,0,-0.642923413373566,0,0,0,0,1,1,1,6,2,7,2,1,1,"WCT","negative","both",0,0,0,0
"ABCC8",6,0,-0.574456264653803,0,0,0,0,0,1,0,3,0,4,0,0,0,"WCT","negative","none",0,0,0,0
"ABCC9",3,0,-0.44497190922574,0,0,0,0,2,8,0,1,2,9,2,2,0,"WCT","negative","positive",1,0,0,0
"ABCD1",12,0,-0.797527692414544,0,0,0,0,1,7,0,3,1,10,1,1,0,"WCT","negative","positive",1,0,0,0
"ABCD3",54,3,-0.0797126547416756,3,0,1,0,0,3,2,3,2,6,2,0,2,"WCT","positive","negative",0,0,0,0
"ABCD4",12,0,-0.782718983175007,0,0,0,0,1,4,1,4,2,8,2,1,1,"WCT","negative","both",0,0,0,0
"ABCE1",100,7,0.876508455691594,3,4,0.428571428571429,0,1,10,1,2,2,12,2,1,1,"WCT","mixed","both",0,0,0,0
"ABCF1",56,3,0.0336025959856721,2,1,0.666666666666667,0,0,5,1,2,1,7,1,0,1,"WCT","mixed","negative",1,0,0,0
"ABCF2",51,7,2.63977027123279,6,1,0.857142857142857,0,2,4,0,5,2,9,2,2,0,"WCT","positive","positive",1,0,0,0
"ABCF3",26,4,2.34816890710061,1,3,0.25,0,0,4,1,1,1,5,1,0,1,"WCT","mixed","negative",0,0,0,0
"ABCG1",5,0,-0.437474854374539,0,0,0,0,0,8,1,3,1,11,1,0,1,"WCT","negative","negative",0,0,0,0
"ABCG2",5,0,-0.388608992629535,0,0,0,0,0,1,2,2,2,3,2,0,2,"WCT","negative","negative",1,0,0,0
"ABCG5",6,0,-0.728305472449338,0,0,0,0,0,0,1,0,1,0,1,0,1,"WCT","negative","negative",0,0,0,0
"ABCG8",8,0,-0.728662967818724,0,0,0,0,0,0,0,1,0,1,0,0,0,"WCT","negative","none",1,0,0,0
"ABHD10",15,0,-0.807216278242076,0,0,0,0,0,2,2,4,2,6,2,0,2,"WCT","negative","negative",0,0,0,0
"ABHD11",8,0,-0.588551687239885,0,0,0,0,0,3,1,4,1,7,1,0,1,"WCT","negative","negative",0,0,0,0
"ABHD12",11,1,0.868003435925914,0,1,0,0,2,5,0,2,2,7,2,2,0,"WCT","negative","positive",0,0,0,0
"ABHD12B",3,0,-0.450301104081868,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"ABHD14A",10,0,-0.84315576316225,0,0,0,0,0,1,1,4,1,5,1,0,1,"WCT","negative","negative",0,0,0,0
"ABHD14B",2,0,-0.33166247903554,0,0,0,0,0,0,2,5,2,5,2,0,2,"WCT","negative","negative",0,0,0,0
"ABHD15",6,0,-0.547982080171947,0,0,0,0,0,3,0,4,0,7,0,0,0,"WCT","negative","none",1,0,0,0
"ABHD4",3,0,-0.437474854374538,0,0,0,0,3,7,0,1,3,8,3,3,0,"WCT","negative","positive",0,0,0,0
"ABHD5",9,0,-0.759543596392033,0,0,0,0,0,6,1,5,1,11,1,0,1,"WCT","negative","negative",0,0,0,0
"ABHD6",2,1,2.98496231131986,1,0,1,0,0,1,2,6,2,7,2,0,2,"WCT","positive","negative",0,0,0,0
"ABHD8",3,1,1.60348092571651,1,0,1,0,0,5,1,4,1,9,1,0,1,"WCT","positive","negative",0,0,0,0
"ABI1",72,6,1.23478981302606,4,2,0.666666666666667,0,0,7,1,2,1,9,1,0,1,"WCT","mixed","negative",1,1,0,1
"ABI2",60,4,0.505944249176791,3,1,0.75,0,0,6,1,0,1,6,1,0,1,"WCT","mixed","negative",0,0,0,0
"ABI3",19,3,2.55003321476033,2,1,0.666666666666667,0,0,2,1,5,1,7,1,0,1,"WCT","mixed","negative",1,0,0,0
"ABI3BP",3,0,-0.384618037126132,0,0,0,0,0,8,1,3,1,11,1,0,1,"WCT","negative","negative",0,0,0,0
"ABL1",140,10,1.35210166545938,4,6,0.4,0,0,6,1,2,1,8,1,0,1,"WCT","mixed","negative",1,1,1,0
"ABL2",51,5,1.66274620997178,0,5,0,0,0,8,0,0,0,8,0,0,0,"WCT","negative","none",1,1,1,0
"ABLIM1",37,3,0.693034652598966,2,1,0.666666666666667,0,0,4,1,4,1,8,1,0,1,"WCT","mixed","negative",0,0,0,0
"ABLIM2",10,2,2.36309516312822,1,1,0.5,0,0,7,1,4,1,11,1,0,1,"WCT","mixed","negative",1,0,0,0
"ABLIM3",12,4,4.27535511041746,2,2,0.5,1,1,9,1,0,2,9,2,1,1,"WCT","mixed","both",0,0,0,0
"ABR",11,0,-0.956704248379781,0,0,0,0,0,5,0,5,0,10,0,0,0,"WCT","negative","none",0,0,0,0
"ABRA",7,0,-0.613160529085478,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"ABT1",77,6,1.16540701730414,3,3,0.5,0,0,5,1,5,1,10,1,0,1,"WCT","mixed","negative",0,0,0,0
"ABTB1",5,0,-0.546070298665234,0,0,0,0,0,7,1,3,1,10,1,0,1,"WCT","negative","negative",0,0,0,0
"ABTB2",21,1,-0.0383254840800522,0,1,0,0,1,4,0,1,1,5,1,1,0,"WCT","negative","positive",0,0,0,0
"ACAA1",12,2,1.77917775169569,1,1,0.5,0,1,3,2,7,3,10,3,1,2,"WCT","mixed","both",0,0,0,0
"ACAA2",26,3,1.34608676534313,2,1,0.666666666666667,0,1,2,2,4,3,6,3,1,2,"WCT","mixed","both",0,0,0,0
"ACACA",79,5,0.547220925279401,3,2,0.6,0,1,8,0,2,1,10,1,1,0,"WCT","mixed","positive",0,0,0,0
"ACACB",19,3,1.93436100584309,1,2,0.333333333333333,0,1,4,3,4,4,8,4,1,2,"WCT","mixed","both",0,0,0,0
"ACAD10",16,2,1.37077540699032,1,1,0.5,0,0,4,1,5,1,9,1,0,1,"WCT","mixed","negative",0,0,0,0
"ACAD11",34,3,1.30379171600205,1,2,0.333333333333333,0,0,4,1,3,1,7,1,0,1,"WCT","mixed","negative",0,0,0,0
"ACAD8",8,2,2.1181179759284,2,0,1,0,0,3,2,4,2,7,2,0,2,"WCT","positive","negative",0,0,0,0
"ACAD9",59,5,1.6125118767095,4,1,0.8,0,0,4,1,4,1,8,1,0,1,"WCT","positive","negative",0,0,0,0
"ACADL",5,0,-0.506362397594688,0,0,0,0,0,0,1,2,1,2,1,0,1,"WCT","negative","negative",0,0,0,0
"ACADM",28,2,0.52000844341832,2,0,1,0,0,4,1,5,1,9,1,0,1,"WCT","positive","negative",0,0,0,0
"ACADS",3,0,-0.33166247903554,0,0,0,0,1,2,4,5,5,7,5,1,2,"WCT","negative","both",0,0,0,0
"ACADSB",12,2,2.48768394869031,0,2,0,0,0,1,2,6,2,7,2,0,2,"WCT","negative","negative",0,0,0,0
"ACADVL",25,1,-0.208333681280155,1,0,1,0,0,2,1,4,1,6,1,0,1,"WCT","positive","negative",0,0,0,0
"ACAN",15,0,-0.968353317142996,0,0,0,0,1,7,0,2,1,9,1,1,0,"WCT","negative","positive",1,0,0,0
"ACAP1",6,0,-0.475863556877079,0,0,0,0,0,2,4,1,4,3,4,0,2,"WCT","negative","negative",0,0,0,0
"ACAP2",12,0,-0.798001612126098,0,0,0,0,1,6,1,1,2,7,2,1,1,"WCT","negative","both",0,0,0,0
"ACAP3",3,0,-0.33166247903554,0,0,0,0,0,5,1,2,1,7,1,0,1,"WCT","negative","negative",0,0,0,0
"ACAT1",42,3,0.823408024398197,3,0,1,0,0,6,3,3,3,9,3,0,2,"WCT","positive","negative",0,0,0,0
"ACAT2",14,0,-0.855274066378899,0,0,0,0,0,7,0,3,0,10,0,0,0,"WCT","negative","none",0,0,0,0
"ACBD3",79,7,1.72140197851148,4,3,0.571428571428571,0,1,7,1,0,2,7,2,1,1,"WCT","mixed","both",0,0,0,0
"ACBD4",4,1,1.88371429121214,1,0,1,0,0,4,2,5,2,9,2,0,2,"WCT","positive","negative",0,0,0,0
"ACBD5",32,1,-0.624009106015734,1,0,1,0,0,3,1,5,1,8,1,0,1,"WCT","positive","negative",0,0,0,0
"ACBD6",4,0,-0.405148216977697,0,0,0,0,0,7,0,3,0,10,0,0,0,"WCT","negative","none",0,0,0,0
"ACBD7",3,0,-0.354545454545455,0,0,0,0,0,1,0,3,0,4,0,0,0,"WCT","negative","none",0,0,0,0
"ACCS",3,0,-0.367423461417476,0,0,0,0,1,5,2,7,3,12,3,1,2,"WCT","negative","both",0,0,0,0
"ACD",31,3,1.18322645438084,1,2,0.333333333333333,0,1,7,0,3,1,10,1,1,0,"WCT","mixed","positive",1,0,0,0
"ACE",6,0,-0.439621351018028,0,0,0,0,0,2,1,3,1,5,1,0,1,"WCT","negative","negative",1,0,0,0
"ACE2",224,5,-1.90569786994587,2,3,0.4,0,0,2,1,7,1,9,1,0,1,"WCT","mixed","negative",0,0,0,0
"ACER1",2,0,-0.203100960115899,0,0,0,0,0,1,0,1,0,2,0,0,0,"WCT","negative","none",0,0,0,0
"ACER2",2,0,-0.354545454545455,0,0,0,0,0,0,1,2,1,2,1,0,1,"WCT","negative","negative",0,0,0,0
"ACER3",5,0,-0.491151552981679,0,0,0,0,0,7,0,3,0,10,0,0,0,"WCT","negative","none",0,0,0,0
"ACHE",5,0,-0.5,0,0,0,0,2,6,1,0,3,6,3,2,1,"WCT","negative","both",0,0,0,0
"ACIN1",76,5,0.757126585978981,2,3,0.4,0,1,4,1,3,2,7,2,1,1,"WCT","mixed","both",0,0,0,0
"ACLY",86,8,1.73546275843519,8,0,1,0,2,8,1,0,3,8,3,2,1,"WCT","positive","both",0,0,0,0
"ACO1",16,0,-0.938727218742906,0,0,0,0,0,0,1,2,1,2,1,0,1,"WCT","negative","negative",1,0,0,0
"ACO2",34,2,0.214718144834165,2,0,1,0,0,4,2,6,2,10,2,0,2,"WCT","positive","negative",0,0,0,0
"ACOT1",15,2,1.41307290607527,1,1,0.5,0,1,4,2,4,3,8,3,1,2,"WCT","mixed","both",0,0,0,0
"ACOT11",2,0,-0.434248118673447,0,0,0,0,0,7,1,3,1,10,1,0,1,"WCT","negative","negative",0,0,0,0
"ACOT12",5,0,-0.417978327611542,0,0,0,0,0,0,1,0,1,0,1,0,1,"WCT","negative","negative",0,0,0,0
"ACOT13",9,2,2.05439195768224,1,1,0.5,0,1,4,2,2,3,6,3,1,2,"WCT","mixed","both",0,0,0,0
"ACOT2",15,0,-0.736381738309777,0,0,0,0,1,3,1,5,2,8,2,1,1,"WCT","negative","both",0,0,0,0
"ACOT4",4,1,2.05753825897621,1,0,1,0,0,2,3,2,3,4,3,0,2,"WCT","positive","negative",0,0,0,0
"ACOT6",2,0,-0.142141062443803,0,0,0,0,0,0,0,1,0,1,0,0,0,"WCT","negative","none",0,0,0,0
"ACOT7",31,2,0.628004971240228,1,1,0.5,0,2,7,0,7,2,14,2,2,0,"WCT","mixed","positive",0,0,0,0
"ACOT8",13,1,0.44252866819743,0,1,0,0,2,6,0,3,2,9,2,2,0,"WCT","negative","positive",0,0,0,0
"ACOT9",31,6,3.53996859763036,2,4,0.333333333333333,0,2,6,0,2,2,8,2,2,0,"WCT","mixed","positive",0,0,0,0
"ACOX1",19,2,1.08687479361974,1,1,0.5,0,0,4,2,4,2,8,2,0,2,"WCT","mixed","negative",0,0,0,0
"ACOX2",3,1,2.3685438564654,0,1,0,0,0,3,2,3,2,6,2,0,2,"WCT","negative","negative",0,0,0,0
"ACOX3",9,1,0.925999187981997,0,1,0,0,0,3,4,1,4,4,4,0,2,"WCT","negative","negative",0,0,0,0
"ACP1",34,5,2.68149518870007,1,4,0.2,0,1,6,1,2,2,8,2,1,1,"WCT","negative","both",0,0,0,0
"ACP2",14,2,1.74408357466046,1,1,0.5,0,0,6,0,3,0,9,0,0,0,"WCT","mixed","none",0,0,0,0
"ACP5",8,2,2.47456636439075,2,0,1,0,0,2,1,3,1,5,1,0,1,"WCT","positive","negative",0,0,0,0
"ACP6",3,0,-0.384618037126132,0,0,0,0,0,3,1,3,1,6,1,0,1,"WCT","negative","negative",0,0,0,0
"ACRV1",2,0,-0.312909072914302,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"ACSBG2",4,0,-0.484615384615384,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"ACSF2",9,0,-0.669319674606717,0,0,0,0,0,5,0,0,0,5,0,0,0,"WCT","negative","none",0,0,0,0
"ACSF3",9,1,0.78690433781607,0,1,0,0,0,3,1,2,1,5,1,0,1,"WCT","negative","negative",0,0,0,0
"ACSL1",13,1,0.603409764144603,0,1,0,0,0,7,1,2,1,9,1,0,1,"WCT","negative","negative",0,0,0,0
"ACSL3",46,6,2.52548311272095,2,4,0.333333333333333,0,2,6,1,1,3,7,3,2,1,"WCT","mixed","both",0,0,0,0
"ACSL4",39,2,0.0811755589328587,2,0,1,0,0,6,0,1,0,7,0,0,0,"WCT","positive","none",0,0,0,0
"ACSL5",3,0,-0.413498259046567,0,0,0,0,1,3,0,7,1,10,1,1,0,"WCT","negative","positive",0,0,0,0
"ACSL6",2,0,-0.272976425781161,0,0,0,0,0,0,0,2,0,2,0,0,0,"WCT","negative","none",1,0,0,0
"ACSM3",2,0,-0.251379174478918,0,0,0,0,0,4,1,5,1,9,1,0,1,"WCT","negative","negative",0,0,0,0
"ACSM5",7,1,1.3699880449568,1,0,1,0,0,1,1,2,1,3,1,0,1,"WCT","positive","negative",0,0,0,0
"ACSS1",4,0,-0.622407667327312,0,0,0,0,0,2,1,6,1,8,1,0,1,"WCT","negative","negative",0,0,0,0
"ACSS2",2,0,-0.367423461417476,0,0,0,0,0,4,1,4,1,8,1,0,1,"WCT","negative","negative",0,0,0,0
"ACSS3",2,1,3.16385840391128,0,1,0,0,1,6,1,2,2,8,2,1,1,"WCT","negative","both",0,0,0,0
"ACTA1",73,8,2.63291480724266,4,4,0.5,0,0,2,0,1,0,3,0,0,0,"WCT","mixed","none",0,0,0,0
"ACTA2",50,4,1.05029595528375,2,2,0.5,0,1,8,0,4,1,12,1,1,0,"WCT","mixed","positive",0,0,0,0
"ACTB",187,13,1.09699882709484,7,6,0.538461538461538,0,3,11,0,3,3,14,3,3,0,"WCT","mixed","positive",1,0,0,0
"ACTBL2",74,7,1.97631400454636,5,2,0.714285714285714,0,0,0,0,0,0,0,0,0,0,"WCT","mixed","none",0,0,0,0
"ACTC1",151,10,1.13490754544974,4,6,0.4,0,1,4,0,5,1,9,1,1,0,"WCT","mixed","positive",0,0,0,0
"ACTG1",114,5,-0.245103576151117,0,5,0,0,1,7,2,2,3,9,3,1,2,"WCT","negative","both",1,0,0,0
"ACTG2",12,1,0.426245695882582,0,1,0,0,1,7,1,2,2,9,2,1,1,"WCT","negative","both",0,0,0,0
"ACTL6A",96,14,4.6772966562062,4,10,0.285714285714286,1,3,8,1,3,4,11,4,3,1,"WCT","mixed","both",0,0,0,0
"ACTL6B",40,1,-0.692949955421431,0,1,0,0,0,1,0,1,0,2,0,0,0,"WCT","negative","none",1,0,0,0
"ACTL8",4,0,-0.453337251502422,0,0,0,0,2,5,0,1,2,6,2,2,0,"WCT","negative","positive",0,0,0,0
"ACTN1",70,4,0.294732582422451,1,3,0.25,0,3,11,0,1,3,12,3,3,0,"WCT","mixed","positive",0,0,0,0
"ACTN2",34,2,0.235671780207545,1,1,0.5,0,0,1,0,1,0,2,0,0,0,"WCT","mixed","none",0,0,0,0
"ACTN3",26,2,0.512397123507341,0,2,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"ACTN4",107,8,1.16483822814613,2,6,0.25,0,0,6,1,1,1,7,1,0,1,"WCT","mixed","negative",0,0,0,0
"ACTR10",24,1,-0.271776470849595,1,0,1,0,0,5,1,3,1,8,1,0,1,"WCT","positive","negative",0,0,0,0
"ACTR1A",72,8,2.4079966198265,3,5,0.375,0,2,5,2,0,4,5,4,2,2,"WCT","mixed","both",0,0,0,0
"ACTR1B",26,0,-1.18685729465142,0,0,0,0,0,4,1,3,1,7,1,0,1,"WCT","negative","negative",0,0,0,0
"ACTR2",74,5,0.682555750793426,2,3,0.4,0,4,8,1,1,5,9,5,3,1,"WCT","mixed","both",0,0,0,0
"ACTR3",70,7,2.39526403194875,4,3,0.571428571428571,0,1,8,1,1,2,9,2,1,1,"WCT","mixed","both",0,0,0,0
"ACTR3B",12,1,0.69927934092082,1,0,1,0,1,4,1,8,2,12,2,1,1,"WCT","positive","both",0,0,0,0
"ACTR3C",7,0,-0.672209941815125,0,0,0,0,1,4,0,3,1,7,1,1,0,"WCT","negative","positive",0,0,0,0
"ACTR5",22,3,1.82759225702669,1,2,0.333333333333333,0,1,6,0,4,1,10,1,1,0,"WCT","mixed","positive",0,0,0,0
"ACTR6",13,1,0.36004836846345,1,0,1,0,2,6,1,3,3,9,3,2,1,"WCT","positive","both",0,0,0,0
"ACTR8",20,0,-1.02508913800206,0,0,0,0,1,4,2,4,3,8,3,1,2,"WCT","negative","both",0,0,0,0
"ACTRT1",3,0,-0.293405788153095,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"ACVR1",40,1,-0.940870923792469,0,1,0,0,1,7,1,2,2,9,2,1,1,"WCT","negative","both",1,1,1,0
"ACVR1B",32,1,-0.52472965074235,0,1,0,0,0,2,0,3,0,5,0,0,0,"WCT","negative","none",1,1,0,1
"ACVR1C",11,0,-0.84601341936089,0,0,0,0,0,0,0,2,0,2,0,0,0,"WCT","negative","none",0,0,0,0
"ACVR2A",35,4,1.50064938581969,2,2,0.5,0,0,3,1,3,1,6,1,0,1,"WCT","mixed","negative",1,1,0,1
"ACVR2B",32,3,1.10816479440219,2,1,0.666666666666667,0,0,2,1,1,1,3,1,0,1,"WCT","mixed","negative",1,0,0,0
"ACVRL1",13,0,-0.84315576316225,0,0,0,0,0,7,1,3,1,10,1,0,1,"WCT","negative","negative",0,0,0,0
"ACY1",7,2,2.72026294840675,0,2,0,0,1,2,2,2,3,4,3,1,2,"WCT","negative","both",0,0,0,0
"ACYP2",2,0,-0.272976425781162,0,0,0,0,0,2,1,3,1,5,1,0,1,"WCT","negative","negative",0,0,0,0
"ADA",3,0,-0.417978327611541,0,0,0,0,4,10,0,0,4,10,4,3,0,"WCT","negative","positive",0,0,0,0
"ADAL",4,1,1.49167661183574,0,1,0,0,0,2,1,2,1,4,1,0,1,"WCT","negative","negative",0,0,0,0
"ADAM10",52,5,1.64218562066003,2,3,0.4,0,3,8,1,2,4,10,4,3,1,"WCT","mixed","both",1,0,0,0
"ADAM11",7,0,-0.55171600711733,0,0,0,0,0,1,0,0,0,1,0,0,0,"WCT","negative","none",0,0,0,0
"ADAM12",16,3,2.2456017618285,3,0,1,0,4,12,0,1,4,13,4,3,0,"WCT","positive","positive",0,0,0,0
"ADAM15",24,2,0.771627664530659,0,2,0,0,3,8,0,3,3,11,3,3,0,"WCT","negative","positive",0,0,0,0
"ADAM17",33,2,0.245141832330617,1,1,0.5,0,1,9,1,0,2,9,2,1,1,"WCT","mixed","both",0,0,0,0
"ADAM19",9,2,2.37702416951091,2,0,1,0,0,6,0,0,0,6,0,0,0,"WCT","positive","none",0,0,0,0
"ADAM2",2,0,-0.272976425781161,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",1,0,0,0
"ADAM21",16,0,-0.759175311275961,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"ADAM22",9,0,-0.78239210411414,0,0,0,0,0,2,2,2,2,4,2,0,2,"WCT","negative","negative",1,0,0,0
"ADAM23",4,0,-0.429321159589381,0,0,0,0,0,3,0,4,0,7,0,0,0,"WCT","negative","none",0,0,0,0
"ADAM28",4,3,5.91517305112717,1,2,0.333333333333333,1,0,2,0,4,0,6,0,0,0,"WCT","mixed","none",0,0,0,0
"ADAM30",14,0,-0.79687885235553,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"ADAM32",10,2,2.02350985789916,2,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"ADAM33",9,2,2.3798671855324,0,2,0,0,0,4,0,0,0,4,0,0,0,"WCT","negative","none",0,0,0,0
"ADAM7",7,0,-0.57944388550012,0,0,0,0,1,1,1,0,2,1,2,1,1,"WCT","negative","both",1,0,0,0
"ADAM8",4,1,1.83026389088104,1,0,1,0,1,9,0,4,1,13,1,1,0,"WCT","positive","positive",0,0,0,0
"ADAM9",23,3,2.22227579129023,1,2,0.333333333333333,0,2,6,2,0,4,6,4,2,2,"WCT","mixed","both",0,0,0,0
"ADAMTS1",20,2,1.05195905266699,2,0,1,0,1,6,0,2,1,8,1,1,0,"WCT","positive","positive",0,0,0,0
"ADAMTS10",3,0,-0.33166247903554,0,0,0,0,1,3,0,1,1,4,1,1,0,"WCT","negative","positive",0,0,0,0
"ADAMTS12",8,2,2.29145230446604,0,2,0,0,0,9,0,0,0,9,0,0,0,"WCT","negative","none",1,0,0,0
"ADAMTS13",13,0,-0.750523795777602,0,0,0,0,0,3,1,0,1,3,1,0,1,"WCT","negative","negative",0,0,0,0
"ADAMTS15",2,0,-0.384618037126132,0,0,0,0,0,9,1,0,1,9,1,0,1,"WCT","negative","negative",0,0,0,0
"ADAMTS17",5,2,4.22137418384109,0,2,0,1,0,0,0,3,0,3,0,0,0,"WCT","negative","none",1,0,0,0
"ADAMTS18",3,0,-0.388608992629535,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",1,0,0,0
"ADAMTS2",9,2,2.20697361523206,2,0,1,0,0,10,0,0,0,10,0,0,0,"WCT","positive","none",0,0,0,0
"ADAMTS4",15,0,-1.00068941752415,0,0,0,0,3,9,0,1,3,10,3,3,0,"WCT","negative","positive",0,0,0,0
"ADAMTS6",2,0,-0.33166247903554,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",1,0,0,0
"ADAMTS7",7,0,-0.532437726768029,0,0,0,0,0,7,0,1,0,8,0,0,0,"WCT","negative","none",0,0,0,0
"ADAMTSL1",2,1,2.98496231131986,1,0,1,0,0,2,0,2,0,4,0,0,0,"WCT","positive","none",0,0,0,0
